test_id,wafer_id,die_id,equipment_id,test_station,process_corner,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,thermal_delta,dynamic_power,static_power,total_power,ambient_temperature,test_duration,test_cycle,result,defect_type
TST-010153,WFR-054,DIE-2240,EQP-101,STN-04,FF,1.2317,1.2149,43.921,154.857,12.37,4.139,0.4718,2680.77,11.4694,0.8549,0.4284,2.5968,27.67,2.67,51.3771,0.19074,51.63397,25,151.27,1,PASS,NORMAL
TST-010154,WFR-055,DIE-2903,EQP-101,STN-04,TT,1.1916,1.176,49.8057,225.876,12.4343,4.4018,0.47,2406.65,13.1405,0.8449,0.4105,2.6352,36.98,11.98,48.6498,0.26915,48.96187,25,148.94,2,FAIL,HIGH_LEAKAGE
TST-010155,WFR-056,DIE-3616,EQP-101,STN-04,FF,1.2057,1.1824,42.7086,112.1687,11.8824,4.3253,0.4311,2756.46,11.3543,0.8578,0.4043,2.2993,26.7,1.7,53.9866,0.13524,54.14648,25,147.04,1,PASS,NORMAL
TST-010156,WFR-057,DIE-4329,EQP-104,STN-03,SS,1.1976,1.1769,44.1899,122.644,12.9165,4.321,0.4651,2399.67,13.1901,0.834,0.4226,2.6449,28.7,3.7,56.3695,0.14688,56.48764,25,147.94,1,PASS,NORMAL
TST-010157,WFR-058,DIE-5042,EQP-101,STN-04,SF,1.1893,1.1672,43.5531,129.056,12.4486,4.1113,0.4556,2373.62,12.1912,0.8752,0.4491,3.7855,27.98,2.98,53.037,0.15349,53.222,25,143.5,2,PASS,NORMAL
TST-010158,WFR-059,DIE-0705,EQP-103,STN-04,SS,1.1992,1.1717,41.8341,106.4068,12.4528,4.3219,0.4672,2370.63,13.506,0.8428,0.4277,2.5244,26.69,1.69,51.1254,0.1276,51.21589,25,148.74,5,PASS,NORMAL
TST-010159,WFR-060,DIE-1418,EQP-105,STN-03,TT,1.2281,1.212,45.2244,111.5007,12.9095,4.1211,0.441,2587.78,12.9352,0.9033,0.4409,1.1208,26.86,1.86,56.8983,0.13693,57.03098,25,149.12,2,FAIL,TIMING_FAILURE
TST-010160,WFR-061,DIE-2131,EQP-102,STN-01,SS,1.2163,1.1993,45.7324,166.5823,12.7262,4.1793,0.4853,2370.21,13.7913,0.8784,0.4122,2.2064,29.11,4.11,51.8002,0.20261,51.98989,25,150.48,2,PASS,NORMAL
TST-010161,WFR-062,DIE-2844,EQP-101,STN-01,FF,1.1798,1.1516,51.182,129.066,12.2706,4.2287,0.4665,2529.7,12.6038,0.8615,0.4098,2.3469,36.73,11.73,58.9804,0.15227,59.15581,25,160.79,2,FAIL,POWER_ANOMALY
TST-010162,WFR-063,DIE-3507,EQP-104,STN-03,SS,1.2117,1.1994,45.801,137.5501,12.9511,4.0162,0.4643,2456.76,12.5905,0.8244,0.4178,2.8667,27.28,2.28,55.4763,0.16667,55.64844,25,149.74,3,PASS,NORMAL
TST-010163,WFR-064,DIE-4220,EQP-105,STN-03,FF,1.196,1.1823,44.9854,131.3289,11.7322,4.2996,0.456,2608.16,11.9489,0.8493,0.4202,2.5383,26.11,1.11,48.1693,0.15707,48.36482,25,150.42,1,PASS,NORMAL
TST-010164,WFR-065,DIE-4933,EQP-102,STN-04,TT,1.23,1.209,46.2838,113.0241,12.8632,4.133,0.4351,2723.99,11.9011,0.8021,0.4293,1.9811,27.59,2.59,59.0738,0.13902,59.1937,25,147.46,1,PASS,NORMAL
TST-010165,WFR-066,DIE-0646,EQP-103,STN-02,SF,1.2129,1.1907,46.7275,121.4228,12.83,4.2402,0.4533,2544.35,12.744,0.876,0.4293,2.1011,27.28,2.28,54.5235,0.14727,54.67164,25,148.72,4,PASS,NORMAL
TST-010166,WFR-067,DIE-1309,EQP-104,STN-02,TT,1.1732,1.1603,43.7908,126.4636,12.9799,4.2035,0.4559,2301.65,12.9627,0.8455,0.4272,3.5706,28.27,3.27,52.5492,0.14837,52.67766,25,150.69,1,PASS,NORMAL
TST-010167,WFR-068,DIE-2022,EQP-105,STN-03,FS,1.2178,1.1919,45.0819,119.9969,11.423,4.3752,0.4481,2617.49,12.0265,0.8013,0.4058,2.454,28.12,3.12,58.031,0.14613,58.25091,25,153.39,4,PASS,NORMAL
TST-010168,WFR-069,DIE-2735,EQP-103,STN-03,TT,1.1899,1.1657,43.6483,145.3819,11.7855,4.023,0.4597,2451.7,12.7763,0.827,0.4021,2.7119,27.55,2.55,50.8123,0.17299,50.97043,25,140.53,5,PASS,NORMAL
TST-010169,WFR-070,DIE-3448,EQP-104,STN-02,SS,1.1933,1.1789,47.8902,111.3068,12.7303,4.213,0.4673,2311.54,13.3553,0.8318,0.4169,3.1174,28.88,3.88,51.5431,0.13282,51.68726,25,147.69,2,FAIL,POWER_ANOMALY
TST-010170,WFR-071,DIE-4111,EQP-104,STN-04,SS,1.198,1.1778,43.5166,107.801,12.3724,4.1613,0.4888,2272.1,13.8424,0.8375,0.3863,2.925,25.47,0.47,50.047,0.12915,50.14962,25,153.31,5,PASS,NORMAL
TST-010171,WFR-072,DIE-4824,EQP-101,STN-01,SF,1.1982,1.1813,43.4221,143.5972,12.6356,4.1501,0.44,2476.16,12.5495,0.8684,0.4011,2.7361,27.35,2.35,53.0156,0.17206,53.16731,25,155.04,4,PASS,NORMAL
TST-010172,WFR-073,DIE-0537,EQP-105,STN-01,FS,1.2166,1.2057,49.7174,136.9753,12.4911,4.2092,0.4704,2518.99,11.8997,0.8398,0.4509,3.1399,32.91,7.91,75.5953,0.16664,75.70676,25,150.05,1,FAIL,POWER_ANOMALY
TST-010173,WFR-074,DIE-1250,EQP-104,STN-04,SF,1.2082,1.1835,48.7736,105.0647,12.2072,4.2408,0.4465,2538.87,12.0693,0.8772,0.4095,2.8085,27.46,2.46,51.7039,0.12694,51.80698,25,153.25,4,PASS,NORMAL
TST-010174,WFR-075,DIE-1913,EQP-102,STN-01,SF,1.1975,1.1688,44.476,137.0869,12.2691,4.2271,0.4419,2425.32,12.3825,0.8412,0.4063,3.269,28.08,3.08,52.3836,0.16416,52.52203,25,150.95,5,PASS,NORMAL
TST-010175,WFR-076,DIE-2626,EQP-104,STN-03,SF,1.1099,1.0947,44.2069,130.6751,12.9042,4.2854,0.4652,2289.33,13.5179,0.8136,0.4296,3.1409,27.34,2.34,57.5897,0.14504,57.71763,25,152.87,4,FAIL,LOW_VOLTAGE
TST-010176,WFR-077,DIE-3339,EQP-101,STN-02,FS,1.194,1.1649,45.5882,133.167,12.7878,4.3743,0.4586,2500.68,12.9988,0.855,0.4303,2.1418,28.36,3.36,56.1381,0.159,56.33117,25,151.35,3,PASS,NORMAL
TST-010177,WFR-078,DIE-4002,EQP-103,STN-02,SF,1.1961,1.1757,45.8003,144.2597,12.4269,4.2376,0.4818,2347.32,13.2689,0.8317,0.4115,2.9401,27.56,2.56,55.3708,0.17255,55.49821,25,148.84,4,PASS,NORMAL
TST-010178,WFR-079,DIE-4715,EQP-101,STN-03,FF,1.1863,1.1706,42.281,157.0451,12.3024,4.3485,0.4528,2627.97,12.1517,0.8618,0.4514,2.2074,27.83,2.83,50.6537,0.1863,50.75608,25,149.99,5,PASS,NORMAL
TST-010179,WFR-080,DIE-0428,EQP-101,STN-03,TT,1.2148,1.192,49.3706,71.5972,13.669,4.0909,0.4559,2580.4,12.1367,0.8841,0.3998,2.4807,36.96,11.96,48.6768,0.08698,48.76399,25,151.24,2,FAIL,THERMAL_ANOMALY
TST-010180,WFR-081,DIE-1141,EQP-105,STN-02,SF,1.1804,1.1642,43.5927,129.2925,11.6596,4.225,0.4543,2352.92,12.2029,0.8674,0.4423,3.9299,28.09,3.09,50.6805,0.15262,50.76658,25,148.6,3,PASS,NORMAL
TST-010181,WFR-082,DIE-1804,EQP-105,STN-01,SS,1.1879,1.1632,49.1721,115.4463,12.2808,4.1706,0.451,2376.43,13.6539,0.8316,0.4372,2.3465,29.83,4.83,63.3888,0.13714,63.514,25,150.21,4,FAIL,POWER_ANOMALY
TST-010182,WFR-083,DIE-2517,EQP-102,STN-01,SS,1.2357,1.2143,46.5169,127.4853,11.8294,4.1982,0.4748,2434,12.9121,0.859,0.4104,2.6628,26,1,55.8538,0.15753,56.00795,25,149.06,4,PASS,NORMAL
TST-010183,WFR-084,DIE-3230,EQP-102,STN-02,FS,1.1817,1.1551,45.8474,143.117,12.8106,4.1558,0.4496,2405.72,13.0491,0.893,0.4404,2.6849,28.8,3.8,53.3869,0.16912,53.51969,25,146.91,5,PASS,NORMAL
TST-010184,WFR-085,DIE-3943,EQP-105,STN-04,SF,1.2136,1.1905,46.4561,120.967,12.4232,4.1928,0.4463,2636.81,12.3027,0.8313,0.4446,2.0358,26.97,1.97,53.3554,0.14681,53.49274,25,145.64,5,PASS,NORMAL
TST-010185,WFR-086,DIE-4606,EQP-103,STN-01,FF,1.2035,1.1784,46.4149,147.7756,12.7492,4.0058,0.4325,2816.67,10.9089,0.8527,0.4162,2.4396,26.73,1.73,57.1458,0.17785,57.31921,25,150.18,4,PASS,NORMAL
TST-010186,WFR-087,DIE-0319,EQP-105,STN-03,FF,1.2012,1.1727,45.3158,173.0785,12.5714,4.3216,0.4396,2723.36,11.8738,0.8314,0.4119,1.9825,27.17,2.17,51.9803,0.2079,52.1776,25,150.83,1,PASS,NORMAL
TST-010187,WFR-088,DIE-1032,EQP-101,STN-03,SF,1.207,1.188,45.1646,106.8771,12.7523,4.1646,0.4714,2453.75,12.6118,0.8199,0.4163,2.8699,25.46,0.46,50.3494,0.129,50.54581,25,151.56,5,PASS,NORMAL
TST-010188,WFR-089,DIE-1745,EQP-104,STN-04,SF,1.1963,1.1765,44.3867,151.9726,12.4649,4.2689,0.4323,2356.4,14.458,1.0838,0.3971,-0.9491,28.51,3.51,54.479,0.1818,54.75197,25,151.1,2,FAIL,TIMING_FAILURE
TST-010189,WFR-090,DIE-2408,EQP-103,STN-01,TT,1.1941,1.1708,45.7349,124.6855,12.863,4.2356,0.4253,2591.44,12.3641,0.907,0.4169,2.1643,26.96,1.96,55.9786,0.14889,56.11012,25,147.76,5,PASS,NORMAL
TST-010190,WFR-091,DIE-3121,EQP-105,STN-03,TT,1.183,1.1507,45.4628,117.3818,12.0478,4.359,0.4381,2433.14,12.4491,0.8834,0.4079,3.1072,27.15,2.15,51.8643,0.13886,52.13756,25,148.31,5,PASS,NORMAL
TST-010191,WFR-092,DIE-3834,EQP-103,STN-02,SS,1.2183,1.1982,45.7613,124.9918,11.8649,4.0806,0.4724,2389.03,13.169,0.8499,0.4353,2.7243,28,3,58.7732,0.15228,58.87154,25,153.36,3,PASS,NORMAL
TST-010192,WFR-093,DIE-4547,EQP-101,STN-04,FF,1.2166,1.2015,42.4485,163.3435,12.9042,4.4967,0.4708,2624.4,11.5917,0.8233,0.4189,2.8266,27.9,2.9,54.0797,0.19872,54.28738,25,139.72,5,PASS,NORMAL
TST-010193,WFR-094,DIE-0210,EQP-104,STN-02,TT,1.1957,1.1723,44.4975,134.289,12.4777,4.1709,0.4572,2494.36,12.5275,0.8311,0.4221,2.6776,27.22,2.22,53.7707,0.16057,54.0631,25,157.6,1,PASS,NORMAL
TST-010194,WFR-095,DIE-0923,EQP-105,STN-01,SF,1.2061,1.1808,46.5717,141.2706,12.0695,4.0642,0.4568,2440.67,13.895,0.9432,0.4156,1.0347,27.93,2.93,56.7518,0.17039,56.97697,25,154.47,1,FAIL,TIMING_FAILURE
TST-010195,WFR-096,DIE-1636,EQP-103,STN-04,TT,1.1841,1.1635,45.3511,116.9478,13.1695,3.9654,0.4526,2488.36,12.2483,0.8316,0.3927,2.9949,28.4,3.4,50.5513,0.13848,50.64773,25,151.2,5,PASS,NORMAL
TST-010196,WFR-097,DIE-2349,EQP-101,STN-01,SF,1.2191,1.2107,47.4249,135.7184,13.2014,4.0904,0.4519,2507.92,12.4706,0.88,0.4222,2.5989,28.76,3.76,54.8589,0.16545,55.05426,25,157.42,2,PASS,NORMAL
TST-010197,WFR-098,DIE-3012,EQP-102,STN-02,TT,1.2118,1.1956,44.4383,125.4472,12.2731,3.959,0.4676,2476.9,13.3055,0.886,0.4268,1.9577,28.2,3.2,50.5411,0.15202,50.59843,25,159.27,4,PASS,NORMAL
TST-010198,WFR-099,DIE-3725,EQP-102,STN-04,FS,1.1915,1.167,43.1905,132.1712,12.3436,4.2543,0.4512,2430.84,12.0738,0.8108,0.4151,3.5706,27.37,2.37,48.8304,0.15748,49.04033,25,147.83,5,PASS,NORMAL
TST-010199,WFR-100,DIE-4438,EQP-102,STN-03,FS,1.2147,1.1923,45.5853,115.3351,12.3245,4.2251,0.4479,2575.35,12.1025,0.9068,0.4128,2.5226,28.56,3.56,54.5647,0.1401,54.5799,25,154.59,4,PASS,NORMAL
TST-010200,WFR-001,DIE-0101,EQP-103,STN-01,SS,1.2101,1.1938,46.3327,128.4055,11.8572,4.1916,0.49,2299.95,13.3717,0.7967,0.3982,3.2233,26.7,1.7,50.3918,0.15538,50.56211,25,151.59,5,PASS,NORMAL
TST-010201,WFR-002,DIE-0814,EQP-102,STN-02,SF,1.2182,1.1911,44.6624,102.8951,12.5538,4.2406,0.4457,2646.79,12.0377,0.8452,0.4155,2.2297,26.56,1.56,59.96,0.12535,60.01775,25,151.5,2,PASS,NORMAL
TST-010202,WFR-003,DIE-1527,EQP-102,STN-03,TT,1.189,1.1693,44.001,111.8404,12.508,4.1058,0.4453,2430.1,12.6946,0.8221,0.435,2.9435,27.44,2.44,50.9616,0.13298,51.00315,25,148.9,2,PASS,NORMAL
TST-010203,WFR-004,DIE-2240,EQP-105,STN-02,FF,1.1873,1.1715,44.4952,153.8257,12.9463,4.3851,0.4596,2577.41,12.6154,0.8466,0.405,2.0575,27.7,2.7,55.4945,0.18264,55.74506,25,149.92,5,PASS,NORMAL
TST-010204,WFR-005,DIE-2903,EQP-104,STN-02,TT,1.1974,1.1755,42.5446,139.071,12.5517,4.3746,0.4266,2574.66,12.2619,0.8276,0.4009,2.4465,27.77,2.77,51.71,0.16652,51.83233,25,151.24,1,PASS,NORMAL
TST-010205,WFR-006,DIE-3616,EQP-104,STN-02,SS,1.2029,1.1837,43.1141,158.7923,12.2566,4.3748,0.4779,2341.13,12.8186,0.8434,0.4313,3.4238,28.18,3.18,55.9374,0.19101,56.09297,25,152.06,3,PASS,NORMAL
TST-010206,WFR-007,DIE-4329,EQP-105,STN-03,TT,1.1492,1.1379,41.5559,113.4897,12.3664,4.2029,0.4673,2219.41,14.0199,0.8535,0.4466,3.1494,28.72,3.72,45.599,0.13042,45.79792,25,149.58,4,PASS,NORMAL
TST-010207,WFR-008,DIE-5042,EQP-104,STN-03,SS,1.1961,1.1771,48.4717,109.1322,12.6422,4.2766,0.4925,2337.65,14.3019,0.8373,0.397,1.972,27,2,53.627,0.13053,53.69893,25,149.54,3,PASS,NORMAL
TST-010208,WFR-009,DIE-0705,EQP-103,STN-02,FS,1.2037,1.0916,47.4248,108.2523,14.8631,4.3679,0.461,2479.95,12.7831,0.8347,0.4188,2.5116,26.82,1.82,56.0821,0.1303,56.18565,25,147.73,3,FAIL,EQUIPMENT_DRIFT
TST-010209,WFR-010,DIE-1418,EQP-101,STN-03,TT,1.2054,1.1855,42.9245,96.3912,12.438,4.2215,0.447,2551.64,12.7574,0.804,0.4493,2.1148,26.41,1.41,52.9181,0.11619,53.00661,25,146.91,4,PASS,NORMAL
TST-010210,WFR-011,DIE-2131,EQP-103,STN-02,TT,1.1635,1.1425,42.6421,104.2261,12.6105,4.327,0.4453,2365.05,12.9153,0.7982,0.4352,3.1995,28.23,3.23,50.8908,0.12127,51.08917,25,147.99,3,PASS,NORMAL
TST-010211,WFR-012,DIE-2844,EQP-103,STN-04,FS,1.2184,1.2078,47.7348,152.4099,13.0277,4.2442,0.4425,2606.51,11.9899,0.8837,0.4269,2.4726,27.8,2.8,58.1267,0.1857,58.32312,25,146.17,2,PASS,NORMAL
TST-010212,WFR-013,DIE-3507,EQP-105,STN-01,FF,1.201,1.183,42.3563,156.2092,12.2933,4.1883,0.4471,2714.45,11.6527,0.8199,0.4338,2.2634,26.41,1.41,50.6439,0.18761,50.89017,25,148.69,1,PASS,NORMAL
TST-010213,WFR-014,DIE-4220,EQP-103,STN-02,TT,1.2056,1.1821,46.04,145.7055,12.8897,4.2195,0.455,2461.71,12.2882,0.824,0.4183,3.1367,26.63,1.63,53.845,0.17566,54.11682,25,154.55,2,PASS,NORMAL
TST-010214,WFR-015,DIE-4933,EQP-101,STN-04,SS,1.2093,1.1916,45.8778,106.5728,13.0936,3.949,0.4849,2326.53,13.7749,0.9226,0.4266,2.4955,26.82,1.82,51.888,0.12888,51.93196,25,149.57,3,PASS,NORMAL
TST-010215,WFR-016,DIE-0646,EQP-104,STN-01,FF,1.1918,1.179,43.5976,151.8908,12.0785,4.4368,0.455,2606.47,12.1671,0.8296,0.416,2.3497,25.5,0.5,50.5121,0.18102,50.74215,25,148.81,3,PASS,NORMAL
TST-010216,WFR-017,DIE-1309,EQP-102,STN-03,SF,1.2041,1.1829,44.7179,137.9113,12.4592,4.2209,0.4229,2618.27,11.5559,0.8494,0.4098,2.872,27.95,2.95,56.7881,0.16606,56.96526,25,154.1,3,PASS,NORMAL
TST-010217,WFR-018,DIE-2022,EQP-103,STN-02,SF,1.2064,1.1874,43.9558,143.1586,12.3795,4.2589,0.4511,2464.49,12.6418,0.867,0.4247,2.7217,29.24,4.24,51.2251,0.17271,51.35461,25,149.73,5,PASS,NORMAL
TST-010218,WFR-019,DIE-2735,EQP-102,STN-03,SF,1.2112,1.1856,45.2965,126.5312,12.9157,4.2267,0.4555,2558.99,11.8451,0.8464,0.4255,2.9397,29.12,4.12,52.9282,0.15325,53.1647,25,147.57,4,PASS,NORMAL
TST-010219,WFR-020,DIE-3448,EQP-101,STN-02,TT,1.2051,1.1813,44.5314,141.0751,12.4573,4.244,0.4467,2525.79,12.2313,0.8885,0.4102,2.7168,29.33,4.33,51.9624,0.17001,52.1335,25,150.7,1,PASS,NORMAL
TST-010220,WFR-021,DIE-4111,EQP-101,STN-04,SF,1.2059,1.192,45.2168,134.4846,12.3357,4.2863,0.433,2627.66,12.8448,0.8614,0.4175,1.5165,27.41,2.41,57.1029,0.16217,57.22359,25,145.66,5,PASS,NORMAL
TST-010221,WFR-022,DIE-4824,EQP-104,STN-01,FF,1.1983,1.1744,45.8097,138.6066,12.7029,4.3309,0.437,2710.91,11.6331,0.9084,0.4351,2.2137,26.76,1.76,54.5238,0.16609,54.70368,25,148.17,3,PASS,NORMAL
TST-010222,WFR-023,DIE-0537,EQP-102,STN-04,FF,1.2153,1.1975,45.547,154.4719,12.6427,4.2227,0.432,2842.86,10.8232,0.8148,0.4421,2.4323,27.51,2.51,58.9472,0.18773,59.10725,25,149.23,4,PASS,NORMAL
TST-010223,WFR-024,DIE-1250,EQP-102,STN-01,SF,1.1816,1.1594,45.2661,124.8784,12.7875,4.1595,0.4512,2453.42,13.1789,0.8528,0.4163,2.2721,27.37,2.37,50.9568,0.14756,51.12632,25,156.15,2,PASS,NORMAL
TST-010224,WFR-025,DIE-1913,EQP-104,STN-02,TT,1.2167,1.1955,44.7875,143.955,12.2077,4.077,0.4369,2618.82,12.1895,0.8422,0.4277,2.2424,27.07,2.07,56.7626,0.17515,56.95029,25,157.08,2,PASS,NORMAL
TST-010225,WFR-026,DIE-2626,EQP-104,STN-03,FS,1.189,1.1655,44.3438,133.7855,12.0107,4.1445,0.4251,2538.79,12.2595,0.8473,0.4339,2.6487,29.08,4.08,57.1954,0.15907,57.36306,25,151.08,1,PASS,NORMAL
TST-010226,WFR-027,DIE-3339,EQP-101,STN-04,FS,1.2102,1.194,44.1891,127.7018,12.7939,4.3426,0.4588,2589.41,12.5014,0.9263,0.4269,2.0198,28.54,3.54,59.3561,0.15454,59.57149,25,153.64,4,PASS,NORMAL
TST-010227,WFR-028,DIE-4002,EQP-104,STN-03,FF,1.2254,1.2108,44.9247,137.2221,13.1605,4.2436,0.4379,2785.14,11.0998,0.8579,0.4295,2.4042,27.57,2.57,55.7774,0.16815,55.92209,25,141.66,5,PASS,NORMAL
TST-010228,WFR-029,DIE-4715,EQP-103,STN-02,TT,1.1933,1.1742,48.4515,140.9199,12.3187,3.9649,0.4482,2464.75,12.8187,0.8503,0.4341,2.5598,27.59,2.59,55.6925,0.16816,55.89039,25,150.58,1,PASS,NORMAL
TST-010229,WFR-030,DIE-0428,EQP-102,STN-02,FS,1.174,1.1538,45.2861,151.4036,12.2572,4.1986,0.4544,2326.35,12.9429,0.8503,0.4212,3.4011,28.44,3.44,49.8917,0.17775,50.12917,25,143.7,4,PASS,NORMAL
TST-010230,WFR-031,DIE-1141,EQP-101,STN-02,FF,1.2211,1.2021,46.3117,172.3884,12.7532,4.4163,0.4605,2706.07,11.4667,0.9025,0.4504,2.4124,27.1,2.1,60.1304,0.2105,60.29749,25,156.91,1,PASS,NORMAL
TST-010231,WFR-032,DIE-1804,EQP-105,STN-03,SF,1.2283,1.2042,44.9325,112.0138,12.3013,4.14,0.4575,2549.44,11.8652,0.825,0.4194,2.9995,28.83,3.83,56.3448,0.13759,56.52352,25,157.34,3,PASS,NORMAL
TST-010232,WFR-033,DIE-2517,EQP-102,STN-01,FS,1.2037,1.1857,44.4112,118.5737,12.3874,4.263,0.4562,2460.76,12.6202,0.8535,0.4191,2.7814,27.12,2.12,56.2557,0.14273,56.41575,25,147.31,4,PASS,NORMAL
TST-010233,WFR-034,DIE-3230,EQP-102,STN-02,SS,1.2009,1.1836,45.912,124.1939,12.4825,4.2365,0.4591,2393.05,12.5171,0.8276,0.4137,3.3704,27.62,2.62,59.1459,0.14914,59.34715,25,145.37,5,PASS,NORMAL
TST-010234,WFR-035,DIE-3943,EQP-104,STN-02,TT,1.1929,1.1743,41.2785,108.5954,11.5994,4.1559,0.4498,2500.29,12.0781,0.842,0.4227,3.078,26.75,1.75,47.6008,0.12954,47.73162,25,145.99,4,PASS,NORMAL
TST-010235,WFR-036,DIE-4606,EQP-101,STN-04,SS,1.2124,1.1949,45.2586,135.0382,12.4793,4.2375,0.4696,2330.72,12.829,0.8196,0.4333,3.5135,27.1,2.1,55.2933,0.16372,55.46662,25,159.8,5,PASS,NORMAL
TST-010236,WFR-037,DIE-0319,EQP-103,STN-01,SS,1.2051,1.1903,43.202,132.8827,12.8735,4.0549,0.4649,2357.8,13.4518,0.8841,0.4344,2.6291,27.7,2.7,54.765,0.16014,54.95984,25,158.7,1,PASS,NORMAL
TST-010237,WFR-038,DIE-1032,EQP-102,STN-01,TT,1.2103,1.1833,48.8246,113.204,12.0655,4.2863,0.464,2426.71,12.7668,0.8782,0.405,2.8382,27.48,2.48,54.0863,0.13701,54.21856,25,156.18,5,PASS,NORMAL
TST-010238,WFR-039,DIE-1745,EQP-103,STN-04,SF,1.2062,1.1873,46.7485,146.9271,12.4175,4.1564,0.4561,2498.51,12.3039,0.8333,0.4103,2.8723,29.27,4.27,56.665,0.17722,56.76987,25,140.9,2,PASS,NORMAL
TST-010239,WFR-040,DIE-2408,EQP-103,STN-01,TT,1.1647,1.146,45.5667,88.5507,12.2898,4.3004,0.4464,2341.67,13.1295,0.8508,0.4238,3.1015,28.01,3.01,50.1165,0.10314,50.16429,25,149.01,1,PASS,NORMAL
TST-010240,WFR-041,DIE-3121,EQP-101,STN-03,SF,1.2005,1.1784,45.2622,132.0724,12.8693,4.0767,0.458,2407.45,12.1046,0.8462,0.4148,3.6643,28.31,3.31,53.4635,0.15855,53.64871,25,149.96,5,PASS,NORMAL
TST-010241,WFR-042,DIE-3834,EQP-104,STN-04,SF,1.2205,1.2046,47.2009,98.3735,12.7991,4.2572,0.4596,2557.29,12.7595,0.8845,0.415,1.9976,27.57,2.57,51.9168,0.12006,52.04268,25,148.7,2,PASS,NORMAL
TST-010242,WFR-043,DIE-4547,EQP-103,STN-04,TT,1.2074,1.1897,45.6523,101.7648,13.4477,4.0184,0.4327,2626.57,11.9405,0.8393,0.4269,2.4492,25.95,0.95,51.9817,0.12287,52.18042,25,151.04,3,PASS,NORMAL
TST-010243,WFR-044,DIE-0210,EQP-103,STN-01,SF,1.2062,1.1844,45.7061,107.1786,12.3271,4.271,0.4383,2547.46,12.0471,0.8929,0.401,2.7619,27.85,2.85,54.3386,0.12928,54.52727,25,145.6,4,PASS,NORMAL
TST-010244,WFR-045,DIE-0923,EQP-105,STN-03,TT,1.1965,1.175,43.8374,134.8257,13.3314,4.3964,0.4451,2506.1,12.5825,0.9076,0.4309,2.471,27.14,2.14,51.9244,0.16132,52.0418,25,146.7,5,PASS,NORMAL
TST-010245,WFR-046,DIE-1636,EQP-103,STN-04,SS,1.2074,1.1847,43.8531,138.3946,12.2196,3.9543,0.4808,2374.16,12.9106,0.8942,0.42,3.0433,27.93,2.93,55.3938,0.1671,55.61745,25,142.72,1,PASS,NORMAL
TST-010246,WFR-047,DIE-2349,EQP-102,STN-02,TT,1.1848,1.167,44.8054,118.8469,12.5958,4.2304,0.446,2458.81,13.1472,0.9205,0.4383,2.2003,26.65,1.65,50.5259,0.14081,50.60729,25,147.6,5,PASS,NORMAL
TST-010247,WFR-048,DIE-3012,EQP-104,STN-04,SS,1.2057,1.1878,43.7342,115.0574,12.2522,4.2445,0.4718,2374.34,13.2988,0.818,0.4243,2.73,26.79,1.79,50.0274,0.13872,50.185,25,151.93,2,PASS,NORMAL
TST-010248,WFR-049,DIE-3725,EQP-103,STN-04,FS,1.1612,1.1407,42.7208,123.6123,11.9979,4.082,0.4523,2328.16,12.6434,0.8077,0.4426,3.7298,28.27,3.27,49.3003,0.14354,49.34949,25,153.16,5,PASS,NORMAL
TST-010249,WFR-050,DIE-4438,EQP-105,STN-03,TT,1.2235,1.2061,47.517,119.1246,12.4305,4.3292,0.4759,2533.81,12.1753,0.8186,0.4327,2.7926,26.76,1.76,53.1667,0.14575,53.25714,25,155.21,5,PASS,NORMAL
TST-010250,WFR-051,DIE-0101,EQP-101,STN-01,FS,1.1999,1.1863,45.9662,129.2321,13.1546,3.9514,0.4658,2476.76,12.9421,0.8326,0.4293,2.3754,27.51,2.51,56.5416,0.15507,56.71073,25,154.5,5,PASS,NORMAL
TST-010251,WFR-052,DIE-0814,EQP-103,STN-01,FS,1.1816,1.1628,44.1469,127.8109,12.1538,4.1068,0.4547,2371.24,13.3685,0.8043,0.3938,2.696,26.92,1.92,51.6906,0.15102,51.78756,25,148.49,3,PASS,NORMAL
TST-010252,WFR-053,DIE-1527,EQP-101,STN-01,FF,1.1835,1.1539,42.0961,148.8712,12.402,4.3714,0.4297,2709.24,11.2144,0.8903,0.432,2.6596,27.68,2.68,52.4682,0.17619,52.62982,25,152.06,5,PASS,NORMAL
TST-010253,WFR-054,DIE-2240,EQP-101,STN-01,SS,1.2197,1.2065,45.0752,112.4503,12.9328,4.2217,0.4625,2418.87,12.7944,0.8546,0.4372,2.8876,27.89,2.89,47.5838,0.13716,47.66272,25,156.76,4,PASS,NORMAL
TST-010254,WFR-055,DIE-2903,EQP-104,STN-01,FF,1.1901,1.1604,44.3916,106.0559,12.3862,4.1807,0.4515,2667.18,12.4704,0.875,0.3991,1.6517,27.47,2.47,55.2025,0.12622,55.3271,25,149.51,5,PASS,NORMAL
TST-010255,WFR-056,DIE-3616,EQP-101,STN-01,SF,1.2253,1.2098,47.767,132.2134,13.003,4.1888,0.4173,2767.22,11.3578,0.8209,0.4255,2.2762,27.99,2.99,54.0856,0.162,54.24188,25,151.29,3,PASS,NORMAL
TST-010256,WFR-057,DIE-4329,EQP-104,STN-01,FF,1.2215,1.2098,44.0844,144.1779,11.7465,4.0185,0.4613,2700.17,11.7338,0.8907,0.4239,2.1894,27.75,2.75,56.479,0.17611,56.65244,25,147.12,4,PASS,NORMAL
