test_id,wafer_id,die_id,equipment_id,test_station,process_corner,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,thermal_delta,dynamic_power,static_power,total_power,ambient_temperature,test_duration,test_cycle,result,defect_type
TST-000255,WFR-16,DIE-3616,EQP-103,STN-01,SS,1.1858,1.1673,43.3635,138.0879,12.1956,4.1351,0.4497,2430.49,12.7356,0.8625,0.4433,2.8595,27.19,2.19,49.8375,0.16374,50.05097,25,150.02,1,PASS,NORMAL
TST-000256,WFR-17,DIE-4329,EQP-105,STN-04,SF,1.2088,1.1907,43.8947,133.1818,12.9841,4.1874,0.4683,2430.83,12.8605,0.7671,0.424,2.8277,27.62,2.62,55.4793,0.16099,55.75267,25,150.85,4,PASS,NORMAL
TST-000257,WFR-18,DIE-5042,EQP-101,STN-03,SS,1.2015,1.1804,46.7097,149.2661,12.6011,4.2218,0.4728,2322.61,13.517,0.8985,0.4325,2.8065,26.73,1.73,49.9802,0.17934,50.15176,25,148.69,3,PASS,NORMAL
TST-000258,WFR-19,DIE-0705,EQP-102,STN-03,SS,1.1985,1.1794,45.3036,143.2457,12.1266,4.1358,0.4579,2427.32,13.4857,0.8747,0.4328,2.1187,28.86,3.86,52.0472,0.17168,52.29432,25,150.34,1,PASS,NORMAL
TST-000259,WFR-20,DIE-1418,EQP-104,STN-03,SF,1.1996,1.1721,42.5461,136.2682,12.0571,4.1802,0.4521,2471.43,12.1314,0.8701,0.4204,3.1835,28.94,3.94,56.8304,0.16347,56.97339,25,152.05,5,PASS,NORMAL
TST-000260,WFR-01,DIE-2131,EQP-101,STN-04,SF,1.1852,1.1616,43.6065,102.3603,12.118,4.048,0.4606,2401.97,13.072,0.8714,0.4191,2.7096,27.08,2.08,57.1561,0.12132,57.3041,25,145.92,3,PASS,NORMAL
TST-000261,WFR-02,DIE-2844,EQP-102,STN-02,FF,1.2139,1.1858,45.4359,151.1863,13.0786,4.1397,0.4471,2736.85,11.6239,0.8666,0.4415,2.1248,26.08,1.08,50.678,0.18353,50.80048,25,145.64,5,PASS,NORMAL
TST-000262,WFR-03,DIE-3507,EQP-102,STN-02,TT,1.165,1.1405,44.1735,125.4287,12.3123,4.3271,0.4604,2306.38,13.3103,0.8598,0.4302,3.1731,26.53,1.53,56.3349,0.14612,56.45985,25,151.05,5,PASS,NORMAL
TST-000263,WFR-04,DIE-4220,EQP-101,STN-03,FF,1.2061,1.1902,44.2011,152.3803,12.4259,4.0619,0.4519,2669.27,12.052,0.8415,0.4137,2.0919,27.9,2.9,51.409,0.18379,51.57235,25,152.75,2,PASS,NORMAL
TST-000264,WFR-05,DIE-4933,EQP-101,STN-03,SS,1.2057,1.1842,45.0757,119.7353,12.4836,4.1648,0.4764,2314.01,13.7338,0.8013,0.4214,2.7509,26.22,1.22,54.7529,0.14436,54.89455,25,156.66,5,PASS,NORMAL
TST-000265,WFR-06,DIE-0646,EQP-104,STN-03,TT,1.2012,1.1789,43.8002,118.4089,11.9718,4.0212,0.425,2596.12,12.5746,0.8506,0.4279,1.9824,26.98,1.98,56.0501,0.14223,56.13012,25,149.6,5,PASS,NORMAL
TST-000266,WFR-07,DIE-1309,EQP-103,STN-04,TT,1.2232,1.2083,45.3706,101.4429,13.1517,4.2641,0.4517,2577.35,12.2967,0.858,0.4216,2.3651,29.23,4.23,55.9782,0.12408,56.12226,25,157.19,1,PASS,NORMAL
TST-000267,WFR-08,DIE-2022,EQP-103,STN-04,SF,1.1681,1.1412,41.8001,138.6666,12.202,4.2084,0.4412,2450.52,12.8939,0.8434,0.4193,2.5858,27.2,2.2,55.2916,0.16198,55.37708,25,143.98,5,PASS,NORMAL
TST-000268,WFR-09,DIE-2735,EQP-104,STN-01,FS,1.1797,1.156,43.3696,125.8522,12.8731,4.2505,0.4433,2451.7,11.8216,0.8327,0.4209,3.6609,27.05,2.05,48.4186,0.14847,48.55169,25,151.48,1,PASS,NORMAL
TST-000269,WFR-10,DIE-3448,EQP-102,STN-02,SS,1.1963,1.1735,43.5917,97.2614,12.4019,4.2324,0.4746,2362.69,13.9213,0.8548,0.4179,2.1538,27.8,2.8,50.4138,0.11635,50.50509,25,144.75,5,PASS,NORMAL
TST-000270,WFR-11,DIE-4111,EQP-105,STN-02,TT,1.203,1.1809,45.7637,123.9418,12.6389,4.0425,0.448,2502.14,12.4657,0.8165,0.406,2.7041,26.33,1.33,57.3243,0.1491,57.44501,25,149.67,3,PASS,NORMAL
TST-000271,WFR-12,DIE-4824,EQP-105,STN-03,SF,1.1777,1.1574,45.7002,123.7963,12.5299,4.0845,0.4396,2423.83,12.7823,0.871,0.4025,2.8495,26.02,1.02,55.3122,0.14579,55.48309,25,150.88,2,PASS,NORMAL
TST-000272,WFR-13,DIE-0537,EQP-102,STN-02,TT,1.1976,1.1779,41.2483,110.1537,13.1275,4.2309,0.4479,2519.68,12.7317,0.814,0.4265,2.3293,27.77,2.77,51.0233,0.13192,51.14245,25,145.3,5,PASS,NORMAL
TST-000273,WFR-14,DIE-1250,EQP-104,STN-02,FS,1.2101,1.1852,45.5723,144.3035,12.7341,4.0078,0.457,2512.92,12.698,0.8736,0.4273,2.3461,27.6,2.6,59.8285,0.17462,60.15109,25,160,4,PASS,NORMAL
TST-000274,WFR-15,DIE-1913,EQP-104,STN-01,SF,1.2083,1.1938,43.983,134.2926,12.4296,4.2573,0.4364,2555.27,12.6642,0.8558,0.4095,2.1339,27.4,2.4,54.0421,0.16227,54.1861,25,148.72,2,PASS,NORMAL
TST-000275,WFR-16,DIE-2626,EQP-101,STN-04,TT,1.2025,1.1892,45.6681,129.7883,12.8464,4.2546,0.4824,2486.6,13.2302,0.8186,0.405,2.0374,27.28,2.28,53.0424,0.15607,53.19515,25,153.07,4,PASS,NORMAL
TST-000276,WFR-17,DIE-3339,EQP-101,STN-02,TT,1.2051,1.1817,44.0957,150.2988,13.5104,4.3997,0.4426,2575.5,11.8278,0.8289,0.444,2.8743,27.93,2.93,56.5901,0.18113,56.74544,25,150.24,3,PASS,NORMAL
TST-000277,WFR-18,DIE-4002,EQP-101,STN-03,TT,1.2185,1.1923,45.1627,127.0662,12.6867,4.0286,0.4566,2584.7,12.2264,0.8568,0.4141,2.3925,27.67,2.67,54.5126,0.15483,54.55593,25,154.47,1,PASS,NORMAL
TST-000278,WFR-19,DIE-4715,EQP-102,STN-02,FF,1.1517,1.1295,44.3594,121.7817,11.9336,4.1257,0.4532,2486.18,12.6058,0.8028,0.4048,2.6803,26.63,1.63,54.6939,0.14026,54.89764,25,158,5,FAIL,LOW_VOLTAGE
TST-000279,WFR-20,DIE-0428,EQP-105,STN-03,FF,1.2051,1.1893,44.3313,137.1906,12.0459,4.1734,0.4179,2890.68,11.9171,0.8621,0.4198,1.0584,28.4,3.4,54.9527,0.16533,55.04489,25,147.67,3,PASS,NORMAL
TST-000280,WFR-01,DIE-1141,EQP-103,STN-01,FS,1.2056,1.1886,43.847,127.194,12.446,4.1702,0.4597,2517.06,12.9915,0.8176,0.4061,2.0825,27.56,2.56,51.0623,0.15335,51.18639,25,150.25,1,PASS,NORMAL
TST-000281,WFR-02,DIE-1804,EQP-102,STN-02,TT,1.1895,1.1654,44.7531,123.5417,12.6087,4.3832,0.4469,2476.8,12.8144,0.8483,0.4468,2.4872,26.32,1.32,57.0594,0.14695,57.13206,25,149.29,1,PASS,NORMAL
TST-000282,WFR-03,DIE-2517,EQP-101,STN-03,TT,1.1858,1.1715,46.6713,136.9417,13.7848,4.1423,0.4522,2384.58,12.949,0.855,0.4209,2.9704,28.44,3.44,54.4086,0.16239,54.58129,25,148.52,1,PASS,NORMAL
TST-000283,WFR-04,DIE-3230,EQP-104,STN-04,FS,1.2036,1.185,45.7525,112.8376,11.9564,4.1089,0.4526,2493.14,12.6148,0.7987,0.4118,2.6305,28.14,3.14,55.6484,0.13581,55.76341,25,155.54,5,PASS,NORMAL
TST-000284,WFR-05,DIE-3943,EQP-105,STN-04,TT,1.2196,1.1995,45.9808,99.3488,12.5575,4.233,0.4474,2501.08,13.5469,0.9568,0.4293,0.8789,26.91,1.91,51.8663,0.12117,51.97153,25,152.5,3,FAIL,TIMING_FAILURE
TST-000285,WFR-06,DIE-4606,EQP-105,STN-02,FS,1.1847,1.1648,41.5797,124.5075,12.4091,4.2849,0.4301,2533.23,12.0442,0.8944,0.4139,2.8515,26.82,1.82,51.0318,0.1475,51.12559,25,147.14,4,PASS,NORMAL
TST-000286,WFR-07,DIE-0319,EQP-103,STN-03,TT,1.1805,1.164,45.8978,110.1482,13.1383,4.2168,0.4397,2460.38,12.7259,0.8539,0.445,2.6779,27.82,2.82,52.1025,0.13003,52.14022,25,154.37,4,PASS,NORMAL
TST-000287,WFR-08,DIE-1032,EQP-105,STN-01,SS,1.1893,1.1693,42.2177,123.6338,12.6874,4.0666,0.453,2398.55,13.4155,0.8377,0.4055,2.4235,25.71,0.71,51.5234,0.14704,51.61204,25,149.64,1,PASS,NORMAL
TST-000288,WFR-09,DIE-1745,EQP-102,STN-02,SF,1.2263,1.2052,45.4978,135.9449,12.5463,4.3853,0.4704,2483.43,12.2721,0.8427,0.4404,2.992,27.26,2.26,54.5307,0.16671,54.69206,25,149.62,3,PASS,NORMAL
TST-000289,WFR-10,DIE-2408,EQP-103,STN-04,SS,1.2086,1.1899,47.2777,127.6172,12.6995,4.1009,0.4819,2376.39,13.3288,0.8109,0.4248,2.6926,28.28,3.28,53.7678,0.15424,53.89383,25,151.81,3,PASS,NORMAL
TST-000290,WFR-11,DIE-3121,EQP-105,STN-01,FS,1.1879,1.1625,42.9933,122.8154,12.132,3.9261,0.4298,2539.27,12.3995,0.8251,0.4636,2.528,25.48,0.48,52.9795,0.14589,53.07813,25,143.36,1,PASS,NORMAL
TST-000291,WFR-12,DIE-3834,EQP-101,STN-02,SS,1.1989,1.1819,46.1578,159.4289,11.8618,4.2942,0.4723,2371.34,13.6771,0.8518,0.3992,2.3392,27.86,2.86,52.6221,0.19114,52.72719,25,155.85,1,PASS,NORMAL
TST-000292,WFR-13,DIE-4547,EQP-101,STN-01,FS,1.2212,1.2028,50.0201,224.9835,12.7979,4.0609,0.4536,2639.3,12.0624,0.8497,0.43,2.2434,31.22,6.22,62.1434,0.27475,62.47795,25,156.43,2,FAIL,HIGH_LEAKAGE
TST-000293,WFR-14,DIE-0210,EQP-103,STN-03,TT,1.1723,1.1516,41.3819,144.8822,11.3795,4.2168,0.4469,2369.24,12.789,0.8816,0.4335,3.2125,29.26,4.26,49.0334,0.16985,49.21841,25,147.84,5,PASS,NORMAL
TST-000294,WFR-15,DIE-0923,EQP-101,STN-01,SS,1.1953,1.1693,43.9006,113.9826,12.0391,4.13,0.4753,2348.31,13.165,0.805,0.4303,3.0635,27.15,2.15,48.9699,0.13624,49.10709,25,162.64,2,PASS,NORMAL
TST-000295,WFR-16,DIE-1636,EQP-102,STN-03,SS,1.1933,1.1757,48.3435,103.1267,13.1969,4.0703,0.4673,2306.27,13.3248,0.8729,0.3963,3.1463,27.41,2.41,50.1568,0.12306,50.29911,25,155.01,3,PASS,NORMAL
TST-000296,WFR-17,DIE-2349,EQP-102,STN-03,SF,1.1726,1.1589,44.9475,107.7114,12.2218,4.0675,0.4378,2417.25,13.0023,0.9138,0.4188,2.6316,27.26,2.26,52.0955,0.1263,52.21595,25,150,1,PASS,NORMAL
TST-000297,WFR-18,DIE-3012,EQP-101,STN-01,FF,1.1895,1.1653,48.4124,191.4462,12.1274,4.0001,0.4288,2617.8,11.1618,0.7881,0.4061,3.3301,31.61,6.61,52.9459,0.22773,53.14959,25,151.23,1,FAIL,HIGH_LEAKAGE
TST-000298,WFR-19,DIE-3725,EQP-101,STN-04,FF,1.1945,1.1074,45.4568,95.2625,13.4881,4.2921,0.4639,2562.02,12.2006,0.9039,0.4164,2.5082,28.67,3.67,51.6373,0.11379,51.87483,25,152.74,3,FAIL,EQUIPMENT_DRIFT
TST-000299,WFR-20,DIE-4438,EQP-101,STN-03,FS,1.2214,1.217,47.533,139.8236,12.7591,4.0094,0.463,2569.49,12.2131,0.8427,0.4059,2.5115,27.91,2.91,58.1291,0.17078,58.23624,25,152.51,4,PASS,NORMAL
TST-000300,WFR-01,DIE-0101,EQP-102,STN-02,SS,1.2182,1.1987,42.9164,139.0974,12.6059,4.2594,0.4486,2517.72,11.9564,0.8441,0.4285,3.0869,26.79,1.79,52.3091,0.16945,52.48269,25,146.88,4,PASS,NORMAL
TST-000301,WFR-02,DIE-0814,EQP-103,STN-01,SF,1.2023,1.1879,45.4826,152.82,12.5211,4.2498,0.4566,2454.56,13.1248,0.8978,0.3916,2.2736,27.5,2.5,60.8668,0.18374,61.0503,25,145.39,5,PASS,NORMAL
TST-000302,WFR-03,DIE-1527,EQP-101,STN-03,FS,1.206,1.1814,44.6998,139.3259,12.4461,4.032,0.4448,2581.22,12.1445,0.7996,0.405,2.5524,26.58,1.58,57.267,0.16803,57.34658,25,150.19,3,PASS,NORMAL
TST-000303,WFR-04,DIE-2240,EQP-102,STN-04,FS,1.2186,1.2006,47.2754,129.4551,11.9821,4.1522,0.4812,2510.09,12.5559,0.8341,0.4142,2.5457,28.33,3.33,55.4507,0.15775,55.68899,25,147.94,1,PASS,NORMAL
TST-000304,WFR-05,DIE-2903,EQP-105,STN-04,SF,1.2117,1.1888,44.6945,115.8267,11.9696,4.1821,0.4605,2594.28,12.3159,0.8984,0.406,2.2042,26.64,1.64,57.1889,0.14035,57.29513,25,152.47,1,PASS,NORMAL
TST-000305,WFR-06,DIE-3616,EQP-104,STN-04,FF,1.1863,1.1638,47.153,146.2439,12.1413,4.2486,0.4555,2590.66,11.7972,0.8535,0.4216,2.7894,27.58,2.58,51.7731,0.17349,51.89133,25,147.84,4,PASS,NORMAL
TST-000306,WFR-07,DIE-4329,EQP-104,STN-01,FS,1.223,1.2029,46.2601,155.805,12.431,4.2908,0.4404,2662.24,11.8508,0.8325,0.4413,2.3416,27.11,2.11,49.9245,0.19055,50.17636,25,151.46,2,PASS,NORMAL
TST-000307,WFR-08,DIE-5042,EQP-103,STN-03,SS,1.2006,1.1766,46.9255,107.7696,13.2075,4.1972,0.4834,2327.27,13.4258,0.8386,0.4213,2.9231,26.96,1.96,53.4526,0.12939,53.57591,25,144.28,3,PASS,NORMAL
TST-000308,WFR-09,DIE-0705,EQP-105,STN-03,FS,1.1991,1.1807,47.3935,145.7916,12.2581,4.1919,0.4351,2637.63,12.9929,0.8261,0.41,1.3461,27.7,2.7,54.146,0.17482,54.36868,25,152.98,4,PASS,NORMAL
TST-000309,WFR-10,DIE-1418,EQP-104,STN-03,FF,1.1797,1.1655,45.1057,133.9808,12.0097,4.1156,0.4478,2514.44,13.6276,0.9428,0.4062,0.8535,27.29,2.29,52.4473,0.15806,52.53942,25,146.04,1,FAIL,TIMING_FAILURE
TST-000310,WFR-11,DIE-2131,EQP-105,STN-02,FF,1.1959,1.1687,46.1231,98.7954,12.372,4.1087,0.4598,2616.8,11.7365,0.8217,0.4159,2.7276,26.76,1.76,50.8894,0.11815,50.96157,25,154.32,5,PASS,NORMAL
TST-000311,WFR-12,DIE-2844,EQP-105,STN-03,TT,1.2088,1.1885,42.366,146.4062,12.7567,4.0285,0.4511,2556.45,11.2706,0.8445,0.4445,3.5316,27.94,2.94,47.5085,0.17698,47.63145,25,148.66,4,PASS,NORMAL
TST-000312,WFR-13,DIE-3507,EQP-104,STN-03,SF,1.223,1.205,45.4385,123.061,12.1319,4.0728,0.4698,2498.87,13.1093,0.8922,0.423,2.0057,28.02,3.02,52.4834,0.1505,52.5731,25,146.73,4,PASS,NORMAL
TST-000313,WFR-14,DIE-4220,EQP-103,STN-04,SS,1.1836,1.1732,43.3846,159.4886,12.6165,4.0373,0.4794,2251.92,13.2527,0.7871,0.429,3.7228,28.23,3.23,56.6093,0.18877,56.85245,25,152.69,2,PASS,NORMAL
TST-000314,WFR-15,DIE-4933,EQP-101,STN-02,TT,1.2169,1.1938,49.5026,128.7077,12.1548,4.1991,0.4335,2655.78,11.4018,0.8844,0.4212,2.7753,27.39,2.39,55.0062,0.15662,55.0949,25,151.35,3,PASS,NORMAL
TST-000315,WFR-16,DIE-0646,EQP-101,STN-01,SS,1.2327,1.2037,46.8473,110.1868,12.2435,4.3389,0.476,2518.83,13.0773,0.8477,0.4156,1.9554,26.7,1.7,58.1774,0.13583,58.29551,25,145.11,5,PASS,NORMAL
TST-000316,WFR-17,DIE-1309,EQP-103,STN-04,FS,1.1953,1.1769,44.1685,115.7122,11.6576,4.3298,0.4337,2554.98,11.9759,0.8042,0.4249,2.8756,27.11,2.11,54.2787,0.13831,54.51479,25,150.41,5,PASS,NORMAL
TST-000317,WFR-18,DIE-2022,EQP-101,STN-03,FS,1.1748,1.1562,47.5889,119.3989,12.6945,4.0448,0.4282,2495.97,11.9876,0.8825,0.4159,3.1557,28.67,3.67,50.3566,0.14027,50.54228,25,153.53,5,PASS,NORMAL
TST-000318,WFR-19,DIE-2735,EQP-102,STN-04,FS,1.2027,1.1831,43.6477,133.5982,12.183,4.0267,0.4473,2546.96,12.4771,0.8148,0.4222,2.4131,29.04,4.04,51.5269,0.16068,51.63446,25,157.75,1,PASS,NORMAL
TST-000319,WFR-20,DIE-3448,EQP-101,STN-02,FS,1.2146,1.1927,46.9173,125.6121,12.9344,4.1262,0.4414,2589.24,11.5283,0.8145,0.4126,3.1057,26.75,1.75,57.7017,0.15257,57.80075,25,152.14,3,PASS,NORMAL
TST-000320,WFR-01,DIE-4111,EQP-103,STN-02,SF,1.2171,1.2032,45.4206,142.0071,12.7832,4.0439,0.4687,2558.99,12.3657,0.9026,0.4299,2.3629,27.42,2.42,58.1515,0.17284,58.32538,25,152.14,2,PASS,NORMAL
TST-000321,WFR-02,DIE-4824,EQP-103,STN-03,SS,1.1959,1.1747,45.3896,142.9442,12.2925,4.012,0.455,2165.99,17.9319,0.9926,0.4223,-1.779,28.81,3.81,50.8233,0.17095,51.03388,25,150.02,2,FAIL,TIMING_FAILURE
TST-000322,WFR-03,DIE-0537,EQP-101,STN-03,TT,1.1989,1.1836,44.9658,127.7924,12.941,4.2648,0.4493,2514.83,12.2499,0.8297,0.416,2.826,26.82,1.82,52.7182,0.15321,52.83476,25,148.2,4,PASS,NORMAL
TST-000323,WFR-04,DIE-1250,EQP-101,STN-04,TT,1.2259,1.1996,46.1997,152.3839,12.5917,4.2324,0.447,2672.79,11.8845,0.8508,0.4,2.2303,27.49,2.49,57.2723,0.18681,57.41495,25,145.13,4,PASS,NORMAL
TST-000324,WFR-05,DIE-1913,EQP-104,STN-04,FF,1.1811,1.1577,44.4121,144.8332,12.8255,4.3794,0.4603,2510.58,12.1258,0.8521,0.4275,2.9547,27.4,2.4,49.496,0.17106,49.61513,25,147.65,4,PASS,NORMAL
TST-000325,WFR-06,DIE-2626,EQP-103,STN-04,SF,1.2128,1.1847,44.7971,139.0773,12.0529,4.4564,0.4765,2368.32,12.8049,0.8415,0.4316,3.2432,27.69,2.69,56.3874,0.16867,56.42307,25,144.46,5,PASS,NORMAL
TST-000326,WFR-07,DIE-3339,EQP-102,STN-02,FS,1.2123,1.1967,44.0124,116.6957,12.4518,4.2889,0.4293,2586.07,11.9308,0.8564,0.4083,2.6803,27.71,2.71,51.2147,0.14147,51.37953,25,144.94,1,PASS,NORMAL
TST-000327,WFR-08,DIE-4002,EQP-104,STN-03,SS,1.2228,1.1987,48.0467,113.2356,12.2166,4.0661,0.4501,2489.14,12.6915,0.8278,0.4198,2.5505,28.68,3.68,52.6749,0.13846,52.82675,25,150.51,4,PASS,NORMAL
TST-000328,WFR-09,DIE-4715,EQP-105,STN-04,FF,1.2084,1.1929,46.3395,152.1529,12.6509,4.2689,0.4289,2795.18,10.9432,0.867,0.3993,2.5001,28.96,3.96,55.7627,0.18386,55.8623,25,151.37,5,PASS,NORMAL
TST-000329,WFR-10,DIE-0428,EQP-105,STN-03,SS,1.2031,1.1798,44.1913,135.5672,12.4687,4.0712,0.4567,2334.55,13.1849,0.8361,0.4273,3.1129,26.81,1.81,54.5835,0.1631,54.77237,25,147.25,2,PASS,NORMAL
TST-000330,WFR-11,DIE-1141,EQP-103,STN-01,SS,1.2075,1.1824,48.7263,116.7066,12.4175,4.1639,0.474,2294.35,13.3325,0.868,0.4326,3.2336,27.91,2.91,58.3949,0.14092,58.49528,25,146.98,5,PASS,NORMAL
TST-000331,WFR-12,DIE-1804,EQP-103,STN-03,TT,1.2061,1.1874,44.0106,128.1531,12.7889,4.2265,0.4401,2585.81,12.6199,0.7877,0.4149,2.0614,27.9,2.9,55.925,0.15457,56.14709,25,144.88,3,PASS,NORMAL
TST-000332,WFR-13,DIE-2517,EQP-101,STN-01,TT,1.1857,1.1657,47.0789,153.0927,12.2296,4.0506,0.4468,2504.49,11.9349,0.8772,0.4311,3.1592,26.65,1.65,54.682,0.18152,54.8893,25,155.28,4,PASS,NORMAL
TST-000333,WFR-14,DIE-3230,EQP-105,STN-03,FS,1.1952,1.1805,45.0206,153.9863,13.0556,4.2037,0.4672,2414.02,12.9195,0.8834,0.416,2.767,28.11,3.11,54.1662,0.18404,54.25162,25,154.06,2,PASS,NORMAL
TST-000334,WFR-15,DIE-3943,EQP-102,STN-01,FF,1.1978,1.1842,43.1606,155.251,12.0352,4.1928,0.4543,2594.85,11.9047,0.8418,0.4347,2.6686,26.77,1.77,52.8944,0.18596,53.10163,25,153,1,PASS,NORMAL
TST-000335,WFR-16,DIE-4606,EQP-105,STN-03,TT,1.1914,1.1746,45.4273,144.8709,11.9262,4.0764,0.4343,2518.06,12.29,0.8738,0.4375,2.7214,27.41,2.41,55.9399,0.1726,56.09709,25,147.83,2,PASS,NORMAL
TST-000336,WFR-17,DIE-0319,EQP-104,STN-01,FS,1.1883,1.1714,43.0217,127.5954,12.1718,4.2919,0.4435,2533.53,12.8526,0.8417,0.4215,2.0939,26.93,1.93,47.2305,0.15162,47.45865,25,151.97,1,PASS,NORMAL
TST-000337,WFR-18,DIE-1032,EQP-101,STN-04,SF,1.2101,1.1927,45.3447,134.5644,12.9731,4.3072,0.4549,2474.54,12.624,0.8697,0.4263,2.6709,28.04,3.04,56.2579,0.16284,56.39877,25,145.07,1,PASS,NORMAL
TST-000338,WFR-19,DIE-1745,EQP-102,STN-01,FF,1.2043,1.182,44.7598,156.5093,13.2473,4.413,0.4635,2567.06,12.6703,0.8588,0.4125,2.0529,27.1,2.1,51.3065,0.18848,51.43938,25,149.52,2,FAIL,PROCESS_VARIATION
TST-000339,WFR-20,DIE-2408,EQP-102,STN-04,SF,1.1816,1.1547,40.6068,123.7794,12.9964,4.2255,0.457,2478.16,13.3592,0.8743,0.4325,1.9075,26.8,1.8,57.1766,0.14626,57.33293,25,151.24,2,PASS,NORMAL
TST-000340,WFR-01,DIE-3121,EQP-102,STN-02,FF,1.209,1.1868,45.7875,89.2666,12.4765,4.1726,0.4594,2635.8,11.9,0.8373,0.4241,2.4384,27.08,2.08,53.0365,0.10792,53.17753,25,149.32,5,PASS,NORMAL
TST-000341,WFR-02,DIE-3834,EQP-105,STN-04,FF,1.2178,1.2026,45.737,125.5953,13.0091,4.1796,0.4588,2658.32,11.4556,0.8564,0.4167,2.7351,25.75,0.75,51.899,0.15295,52.06232,25,149.89,3,PASS,NORMAL
TST-000342,WFR-03,DIE-4547,EQP-104,STN-04,FS,1.2004,1.1855,47.9557,92.9087,12.3581,4.3628,0.4543,2459.7,12.5936,0.8342,0.4335,2.8343,42.71,17.71,56.663,0.11153,56.83261,25,149.26,2,FAIL,THERMAL_ANOMALY
TST-000343,WFR-04,DIE-0210,EQP-105,STN-01,SF,1.2104,1.1881,47.761,129.5439,12.7507,4.1382,0.4568,2591.83,12.3479,0.8374,0.4255,2.2478,26.53,1.53,54.8945,0.1568,54.99674,25,152.01,3,PASS,NORMAL
TST-000344,WFR-05,DIE-0923,EQP-104,STN-03,TT,1.1766,1.1519,44.7863,152.4123,13.095,4.1196,0.4452,2427.68,12.5425,0.8215,0.3998,3.1126,27.94,2.94,51.3202,0.17933,51.48559,25,149.75,1,PASS,NORMAL
TST-000345,WFR-06,DIE-1636,EQP-104,STN-03,FF,1.1963,1.1795,45.613,141.2624,12.6468,4.328,0.4414,2794.34,12.016,0.8489,0.4276,1.4498,27.72,2.72,58.1184,0.16899,58.24173,25,152.81,5,PASS,NORMAL
TST-000346,WFR-07,DIE-2349,EQP-102,STN-03,SS,1.2247,1.1954,47.287,88.5857,12.8075,4.066,0.4692,2410.27,11.5405,0.8624,0.404,4.1928,28.41,3.41,58.2449,0.10849,58.38268,25,150.29,3,PASS,NORMAL
TST-000347,WFR-08,DIE-3012,EQP-101,STN-03,TT,1.1962,1.1702,45.9342,101.9916,13.0058,3.8755,0.4453,2535.56,12.3385,0.8468,0.4332,2.5903,25.81,0.81,57.721,0.122,57.8946,25,151.95,3,PASS,NORMAL
TST-000348,WFR-09,DIE-3725,EQP-101,STN-01,SS,1.1968,1.18,46.6781,138.1972,12.2594,4.2086,0.4581,2383.85,13.4025,0.8514,0.4392,2.5257,27.43,2.43,51.5317,0.16539,51.63447,25,149.78,4,PASS,NORMAL
TST-000349,WFR-10,DIE-4438,EQP-101,STN-01,TT,1.1899,1.168,45.9977,133.2099,12.638,4.0822,0.4437,2499.3,11.5299,0.8828,0.4405,3.5918,28.69,3.69,54.0309,0.15851,54.22195,25,143,4,PASS,NORMAL
TST-000350,WFR-11,DIE-0101,EQP-103,STN-04,SS,1.1903,1.1632,43.9529,164.6446,12.2168,3.9561,0.4831,2236.58,13.8504,0.8545,0.4328,3.1795,27.62,2.62,54.4972,0.19598,54.63562,25,151.98,2,PASS,NORMAL
TST-000351,WFR-12,DIE-0814,EQP-101,STN-02,FS,1.1921,1.0933,49.8971,121.8549,13.3546,4.1768,0.4622,2401.63,12.9688,0.8509,0.4144,2.8357,26.91,1.91,52.5332,0.14526,52.72698,25,154.7,5,FAIL,EQUIPMENT_DRIFT
TST-000352,WFR-13,DIE-1527,EQP-103,STN-03,SS,1.1931,1.1674,45.3036,138.0103,12.8338,4.2364,0.4651,2294.37,13.3521,0.8073,0.453,3.2746,27.82,2.82,55.9814,0.16466,56.12651,25,159.03,4,PASS,NORMAL
TST-000353,WFR-14,DIE-2240,EQP-102,STN-04,SS,1.0565,1.0446,42.5521,112.6639,12.2865,4.0729,0.4765,2123.88,14.5165,0.8494,0.4288,3.4676,27.91,2.91,50.272,0.11903,50.35328,25,150.37,4,FAIL,LOW_VOLTAGE
TST-000354,WFR-15,DIE-2903,EQP-105,STN-02,TT,1.1975,1.1745,44.3343,94.8609,11.1627,4.2681,0.4795,2387.51,12.7314,0.874,0.4253,3.1485,25.58,0.58,54.9919,0.1136,55.11116,25,155.05,4,PASS,NORMAL
TST-000355,WFR-16,DIE-3616,EQP-105,STN-03,TT,1.2017,1.1794,42.8285,141.278,12.2595,4.1931,0.4398,2540.55,12.4362,0.8451,0.4364,2.4633,27.54,2.54,57.6644,0.16977,57.86968,25,153.57,2,PASS,NORMAL
TST-000356,WFR-17,DIE-4329,EQP-105,STN-03,SF,1.1837,1.1612,44.5095,129.0253,12.3476,4.2652,0.4556,2432.14,12.2794,0.8474,0.4235,3.3196,27.38,2.38,51.9899,0.15273,52.14864,25,152.95,4,PASS,NORMAL
TST-000357,WFR-18,DIE-5042,EQP-101,STN-04,FF,1.2143,1.1948,42.5906,135.0948,12.9092,4.1584,0.4596,2654.81,12.2094,0.8336,0.4123,2.024,28.15,3.15,58.5494,0.16405,58.67835,25,148.66,1,PASS,NORMAL
