test_id,lot_id,wafer_id,die_id,equipment_id,test_station,test_cycle,burn_in_hour,die_row,die_col,r_norm,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,dynamic_power,total_power,test_duration,voltage_headroom,voltage_utilization,leakage_fraction,power_per_current,normalized_timing_margin,frequency_delay_product,thermal_delta,effective_drive_current,rc_delay,timing_slack,dynamic_power_per_freq,leakage_temperature_interaction,result,defect_type,is_anomaly,is_unknown_anomaly,is_borderline,is_latent,dataset_version,generator_version,source_type
TST-0000229,LOT-009,WFR-009-02,DIE-R36C24,EQP-105,STN-02,2,24.0,6,-6,0.2828,1.2196,1.1772,45.388,197.0374,12.2478,4.0378,0.4889,2306.82,13.1481,0.8361,0.4305,3.383,40.52,48.7865,48.9321,159.62,0.7307,0.400869,0.004341,1.074877,0.2573,30.3303,15.52,45.190963,0.049454,2.1164,0.021149,7.983955,PASS,THERMAL_ANOMALY,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000230,LOT-010,WFR-010-02,DIE-R43C37,EQP-106,STN-03,2,24.0,13,7,0.4922,1.2013,1.1978,49.7552,116.3299,14.9587,4.1378,0.498,2473.25,13.899,0.8965,0.4212,1.4505,28.08,53.6501,53.7345,150.82,0.7033,0.414551,0.002338,1.078281,0.10436,34.375702,3.08,49.63887,0.061896,0.1328,0.021692,3.266544,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000231,LOT-011,WFR-011-02,DIE-R50C50,EQP-107,STN-04,2,24.0,20,20,0.9428,1.2018,1.1696,42.9544,171.633,13.2423,4.053,0.4928,2346.18,13.5351,0.8846,0.3961,2.4444,26.77,50.2804,50.487,148.2,0.709,0.410052,0.003996,1.170553,0.180597,31.755781,1.77,42.782767,0.053671,1.1637,0.021431,4.594615,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000232,LOT-012,WFR-012-02,DIE-R57C03,EQP-101,STN-01,2,24.0,27,-27,1.0,1.166,1.1483,44.6694,180.6681,12.2624,4.2038,0.4697,2361.2,13.2684,0.8197,0.3983,2.9001,29.76,50.7215,50.9152,154.13,0.6963,0.40283,0.004045,1.135486,0.218572,31.329346,4.76,44.488732,0.051549,1.6821,0.021481,5.376683,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000233,LOT-013,WFR-013-02,DIE-R04C16,EQP-102,STN-02,2,24.0,-26,-14,0.9843,1.1914,1.1827,49.7094,188.8582,13.2888,4.1563,0.4811,2666.9,12.9107,0.8477,0.4155,1.4147,29.85,57.8749,58.023,152.5,0.7103,0.403811,0.003799,1.164265,0.109576,34.431546,4.85,49.520542,0.055232,0.1515,0.021701,5.637417,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000234,LOT-014,WFR-014-02,DIE-R11C29,EQP-103,STN-03,2,24.0,-19,-1,0.6342,1.1837,1.1866,50.3816,99.8473,11.0039,4.2316,0.4588,2650.54,13.7007,0.8993,0.4388,0.5013,30.9,57.1109,57.2937,149.98,0.7249,0.387598,0.001982,1.133567,0.036589,36.314253,5.9,50.281753,0.046564,-0.8368,0.021547,3.085282,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000235,LOT-015,WFR-015-02,DIE-R18C42,EQP-104,STN-04,2,24.0,-12,12,0.5657,1.1713,1.2045,48.5219,135.1248,13.7868,4.4171,0.4565,2816.56,12.8191,0.8404,0.4107,-0.0203,29.21,63.6705,63.8523,149.88,0.7148,0.389738,0.002785,1.312201,-0.001584,36.105764,4.21,48.386775,0.060898,-1.2714,0.022606,3.946995,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000236,LOT-016,WFR-016-02,DIE-R25C55,EQP-105,STN-01,2,24.0,-5,25,0.8498,1.1923,1.1753,49.9151,125.9846,12.1308,4.1512,0.5117,2565.96,13.5006,0.8378,0.4326,1.5281,28.27,55.9348,56.0485,145.99,0.6806,0.429171,0.002524,1.120599,0.113188,34.642,3.27,49.789115,0.050357,0.2577,0.021799,3.561585,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000237,LOT-017,WFR-017-02,DIE-R32C08,EQP-106,STN-02,2,24.0,2,-22,0.7364,1.2276,1.1594,48.5564,117.3024,14.1455,4.7843,0.4366,2477.85,13.1652,0.9154,0.4099,1.9649,38.35,68.2729,68.4043,150.64,0.791,0.355653,0.002416,1.406054,0.14925,32.621391,13.35,48.439098,0.067676,0.6396,0.027553,4.498547,PASS,UNKNOWN_ANOMALY,1,1,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000238,LOT-018,WFR-018-02,DIE-R39C21,EQP-107,STN-03,2,24.0,9,-9,0.4243,1.2083,1.184,49.8425,142.7026,15.9769,4.9867,0.3842,2808.03,12.4759,0.8323,0.4161,1.0644,41.17,75.4574,75.7173,152.0,0.8241,0.317967,0.002863,1.513917,0.085316,35.032701,16.17,49.699797,0.079672,-0.184,0.026872,5.875066,FAIL,UNKNOWN_ANOMALY,1,1,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000239,LOT-019,WFR-019-02,DIE-R46C34,EQP-101,STN-04,2,24.0,16,4,0.5497,1.1958,1.1632,40.7103,112.9335,12.3396,4.0706,0.5013,1989.42,13.9425,0.7905,0.4444,4.9637,29.26,43.8385,43.9988,144.93,0.6945,0.419217,0.002774,1.076841,0.356012,27.737488,4.26,40.597366,0.05023,3.7288,0.022036,3.304434,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000240,LOT-020,WFR-020-02,DIE-R53C47,EQP-102,STN-01,2,24.0,23,17,0.9534,1.2084,1.1629,52.1657,183.2359,11.7655,4.5134,0.4635,2812.15,13.3241,0.8427,0.4108,0.1768,28.36,61.1878,61.3572,150.97,0.7449,0.383565,0.003513,1.172951,0.013269,37.469368,3.36,51.982464,0.053102,-1.0767,0.021758,5.19657,FAIL,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000241,LOT-001,WFR-001-03,DIE-R00C00,EQP-103,STN-02,2,24.0,-30,-30,1.0,1.1892,1.1691,40.0015,173.6694,11.5167,3.9999,0.5126,2009.03,13.8217,0.9041,0.4137,4.6903,30.33,44.7527,44.8954,144.67,0.6766,0.431046,0.004342,1.118776,0.339343,27.76821,5.33,39.827831,0.046066,3.3725,0.022276,5.267393,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000242,LOT-002,WFR-002-03,DIE-R07C13,EQP-104,STN-03,2,24.0,-23,-17,0.9534,1.2014,1.184,50.4006,155.8771,13.1695,3.9814,0.4554,2830.49,12.6871,0.8423,0.4562,0.3293,27.63,62.2947,62.3261,147.25,0.746,0.379058,0.003093,1.235991,0.025955,35.91071,2.63,50.244723,0.052433,-0.9692,0.022008,4.306884,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000243,LOT-003,WFR-003-03,DIE-R14C26,EQP-105,STN-04,2,24.0,-16,-4,0.5497,1.1879,1.1965,44.7802,91.8978,13.6274,4.3498,0.4753,2400.43,12.8713,0.8623,0.4348,2.8839,28.67,52.6242,52.7345,146.48,0.7126,0.400118,0.002052,1.175167,0.224057,30.896655,3.67,44.688302,0.059276,1.5868,0.021923,2.63471,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000244,LOT-004,WFR-004-03,DIE-R21C39,EQP-106,STN-01,2,24.0,-9,9,0.4243,1.2105,1.1485,41.1405,115.0937,11.1409,4.2169,0.4999,2110.99,13.8303,0.834,0.4431,4.267,29.58,45.8691,45.9785,150.95,0.7106,0.41297,0.002798,1.114938,0.308525,29.195625,4.58,41.025406,0.04698,2.9899,0.021729,3.404472,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000245,LOT-005,WFR-005-03,DIE-R28C52,EQP-107,STN-02,2,24.0,-2,22,0.7364,1.2084,1.1951,42.3997,112.5061,12.799,4.17,0.4501,2298.8,12.6066,0.8464,0.4152,3.8789,26.78,48.6404,48.8046,152.51,0.7583,0.372476,0.002653,1.147187,0.307688,28.980052,1.78,42.287194,0.053372,2.6173,0.021159,3.012913,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000246,LOT-006,WFR-006-03,DIE-R35C05,EQP-101,STN-03,2,24.0,5,-25,0.8498,1.1904,1.1632,38.7711,122.2178,13.2737,4.2269,0.5059,2034.13,13.836,0.8611,0.4256,5.2747,29.69,41.0155,41.1162,147.0,0.6845,0.424983,0.003152,1.057888,0.38123,28.144223,4.69,38.648882,0.056107,3.988,0.020164,3.628646,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000247,LOT-007,WFR-007-03,DIE-R42C18,EQP-102,STN-04,2,24.0,12,-12,0.5657,1.221,1.1983,46.3803,120.3581,14.9688,4.1324,0.5407,2179.17,14.7532,0.8286,0.3947,2.8344,28.3,46.333,46.5001,151.59,0.6803,0.442834,0.002595,0.99898,0.192121,32.149731,3.3,46.259942,0.061857,1.6111,0.021262,3.406134,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000248,LOT-008,WFR-008-03,DIE-R49C31,EQP-103,STN-01,2,24.0,19,1,0.6342,1.2215,1.1741,41.3146,118.5287,13.9151,4.1011,0.5008,2249.71,14.2145,0.8891,0.4031,2.5954,28.34,47.6932,47.8052,157.54,0.7207,0.409988,0.002869,1.154391,0.182588,31.978503,3.34,41.196071,0.057067,1.3032,0.0212,3.359103,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000249,LOT-009,WFR-009-03,DIE-R56C44,EQP-104,STN-02,2,24.0,26,14,0.9843,1.1388,1.1172,43.9053,154.4636,13.0378,3.9141,0.5079,2131.66,14.4136,0.8274,0.4187,3.3808,27.94,49.3227,49.6359,151.94,0.6309,0.445996,0.003518,1.123388,0.234556,30.724895,2.94,43.750836,0.051031,2.1347,0.023138,4.315713,PASS,LOW_VOLTAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000250,LOT-010,WFR-010-03,DIE-R03C57,EQP-105,STN-03,2,24.0,-27,27,1.0,1.2157,1.1932,46.6736,142.9233,14.6366,4.3513,0.5372,2317.09,14.1483,0.8026,0.4169,2.5193,27.7,51.6653,51.9887,154.03,0.6785,0.441885,0.003062,1.106949,0.178064,32.782884,2.7,46.530677,0.063688,1.2998,0.022297,3.958975,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000251,LOT-011,WFR-011-03,DIE-R10C10,EQP-106,STN-04,2,24.0,-20,-20,0.9428,1.1997,1.1714,44.3512,166.3359,12.1256,4.2229,0.4899,2393.83,13.7736,0.87,0.4328,2.4349,29.41,51.8213,52.0245,152.83,0.7098,0.408352,0.00375,1.168431,0.17678,32.971657,4.41,44.184864,0.051205,1.1321,0.021648,4.891939,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000252,LOT-012,WFR-012-03,DIE-R17C23,EQP-107,STN-01,2,24.0,-13,-7,0.4922,1.1895,1.1769,50.212,119.0696,11.7215,4.0578,0.4388,2449.8,12.87,0.8459,0.4405,2.7406,34.08,68.5453,68.7573,148.3,0.7507,0.368894,0.002371,1.365118,0.212945,31.528926,9.08,50.09293,0.047564,1.4542,0.02798,4.057892,PASS,POWER_ANOMALY,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000253,LOT-013,WFR-013-03,DIE-R24C36,EQP-101,STN-02,2,24.0,-6,6,0.2828,1.1869,1.1644,47.3908,97.2898,13.3034,4.1863,0.4429,2676.78,12.1732,0.8242,0.4236,2.0916,26.95,60.5739,60.7729,145.68,0.744,0.373157,0.002053,1.278178,0.17182,32.584978,1.95,47.29351,0.055692,0.8438,0.022629,2.62196,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000254,LOT-014,WFR-014-03,DIE-R31C49,EQP-102,STN-03,2,24.0,1,19,0.6342,1.1683,1.1773,49.4224,101.9049,10.5119,4.3247,0.4554,2766.23,12.716,0.8344,0.4479,1.2394,28.24,58.2865,58.3064,155.27,0.7129,0.389797,0.002062,1.179354,0.097468,35.175381,3.24,49.320495,0.045461,-0.0429,0.021071,2.877794,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000255,LOT-015,WFR-015-03,DIE-R38C02,EQP-103,STN-04,2,24.0,8,-28,0.9707,1.1847,1.1672,53.3142,160.5899,14.5083,4.3153,0.4843,2534.47,16.9901,0.9443,0.4351,-2.3074,28.03,61.231,61.2024,150.75,0.7004,0.408795,0.003012,1.148493,-0.135809,43.060899,3.03,53.15361,0.062608,-3.6868,0.024159,4.501335,FAIL,TIMING_FAILURE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000256,LOT-016,WFR-016-03,DIE-R45C15,EQP-104,STN-01,2,24.0,15,-15,0.7071,1.2246,1.2016,51.0423,118.0959,12.1503,4.1511,0.505,2418.56,13.9018,0.8123,0.415,1.1896,29.63,51.6452,51.7685,149.54,0.7196,0.41238,0.002314,1.011812,0.085572,33.622337,4.63,50.924204,0.050437,-0.0377,0.021354,3.499182,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000257,LOT-017,WFR-017-03,DIE-R52C28,EQP-105,STN-02,2,24.0,22,-2,0.7364,1.1955,1.1909,43.8661,125.2731,12.4369,4.0133,0.4538,2564.58,12.4304,0.8657,0.4119,2.268,27.26,56.0848,56.3176,148.59,0.7417,0.37959,0.002856,1.278545,0.182456,31.878755,2.26,43.740827,0.049913,0.9904,0.021869,3.414945,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000258,LOT-018,WFR-018-03,DIE-R59C41,EQP-106,STN-03,2,24.0,29,11,1.0,1.1928,1.184,48.5097,182.237,14.0782,4.2662,0.4635,2692.46,13.1697,0.897,0.4075,0.8013,27.38,59.6373,59.8392,153.97,0.7293,0.388581,0.003757,1.229389,0.060844,35.45889,2.38,48.327463,0.06006,-0.5032,0.02215,4.989649,FAIL,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000259,LOT-019,WFR-019-03,DIE-R06C54,EQP-107,STN-04,2,24.0,-24,24,1.0,1.2009,1.188,37.8034,149.8795,11.6935,3.9453,0.5231,2031.29,13.7884,0.8694,0.435,5.2412,27.75,45.6795,45.8746,151.63,0.6778,0.43559,0.003965,1.208344,0.380117,28.008239,2.75,37.653521,0.046134,3.9368,0.022488,4.159156,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000260,LOT-020,WFR-020-03,DIE-R13C07,EQP-101,STN-01,2,24.0,-17,-23,0.9534,1.2115,1.1706,54.0937,145.8346,12.4501,4.3097,0.4777,2772.91,13.639,0.881,0.4037,-0.0216,29.11,56.849,56.9075,142.99,0.7338,0.394305,0.002696,1.050936,-0.001584,37.819719,4.11,53.947865,0.053656,-1.3063,0.020502,4.245245,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000261,LOT-001,WFR-001-04,DIE-R20C20,EQP-102,STN-02,2,24.0,-10,-10,0.4714,1.1863,1.159,44.0098,115.3686,11.9985,4.2893,0.5237,2036.06,13.8554,0.8364,0.4245,5.2673,28.64,43.8274,43.9745,148.2,0.6626,0.441457,0.002621,0.995855,0.380162,28.210426,3.64,43.894431,0.051465,4.0064,0.021526,3.304157,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000262,LOT-002,WFR-002-04,DIE-R27C33,EQP-103,STN-03,2,24.0,-3,3,0.1414,1.1764,1.1658,50.9187,416.3835,12.6559,3.972,0.438,2913.72,12.5611,0.8623,0.4349,0.2654,40.33,63.7509,64.1297,143.15,0.7384,0.372322,0.008177,1.252014,0.021129,36.599528,15.33,50.502316,0.050269,-1.0318,0.02188,16.792747,FAIL,HIGH_LEAKAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000263,LOT-003,WFR-003-04,DIE-R34C46,EQP-104,STN-04,2,24.0,4,16,0.5497,1.2159,1.1653,46.0445,122.3145,13.6227,4.2441,0.4774,2340.77,13.6471,0.8033,0.4488,2.5741,29.92,51.2983,51.4262,149.4,0.7385,0.392631,0.002656,1.114103,0.188619,31.944722,4.92,45.922185,0.057816,1.322,0.021915,3.65965,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000264,LOT-004,WFR-004-04,DIE-R41C59,EQP-105,STN-01,2,24.0,11,29,1.0,1.1931,1.1869,41.886,173.1302,11.066,4.2639,0.5245,1999.86,14.5565,0.8272,0.4192,4.6591,28.96,42.4633,42.6325,147.12,0.6686,0.439611,0.004133,1.013783,0.32007,29.110962,3.96,41.71287,0.047184,3.4127,0.021233,5.013851,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000265,LOT-005,WFR-005-04,DIE-R48C12,EQP-106,STN-02,2,24.0,18,-18,0.8485,1.2105,1.1949,42.1587,146.6688,12.891,3.8962,0.4748,2189.83,13.1223,0.8805,0.453,4.0068,28.61,46.7851,46.972,154.42,0.7357,0.392235,0.003479,1.109738,0.305343,28.735606,3.61,42.012031,0.050226,2.6733,0.021365,4.196194,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000266,LOT-006,WFR-006-04,DIE-R55C25,EQP-107,STN-03,2,24.0,25,-5,0.8498,1.2141,1.196,40.0542,140.1436,13.348,4.2757,0.4914,2028.04,13.4996,0.8688,0.4103,5.1072,27.05,41.3275,41.523,151.53,0.7227,0.404744,0.003499,1.031789,0.378322,27.377729,2.05,39.914056,0.057072,3.8281,0.020378,3.790884,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000267,LOT-007,WFR-007-04,DIE-R02C38,EQP-101,STN-04,2,24.0,-28,8,0.9707,1.1856,1.1927,45.426,162.7252,14.3285,4.1618,0.5519,2082.65,15.5992,0.8076,0.435,2.4516,29.41,47.5144,47.7562,150.04,0.6337,0.465503,0.003582,1.045974,0.157162,32.487674,4.41,45.263275,0.059632,1.209,0.022814,4.785748,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000268,LOT-008,WFR-008-04,DIE-R09C51,EQP-102,STN-01,2,24.0,-21,21,0.9899,1.2141,1.1703,45.027,162.1244,13.3884,4.1299,0.5424,2134.6,14.3877,0.8481,0.4022,3.6539,29.48,45.0068,45.1819,151.53,0.6717,0.446751,0.003601,0.999551,0.25396,30.711984,4.48,44.864876,0.055293,2.4036,0.021084,4.779427,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000269,LOT-009,WFR-009-04,DIE-R16C04,EQP-103,STN-02,2,24.0,-14,-26,0.9843,1.1914,1.1508,45.5663,170.3778,12.8132,3.8698,0.5026,2168.46,13.399,0.8524,0.4211,3.9587,28.21,49.0905,49.2727,145.47,0.6888,0.421857,0.003739,1.077342,0.295447,29.055196,3.21,45.395922,0.049585,2.6852,0.022638,4.806358,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000270,LOT-010,WFR-010-04,DIE-R23C17,EQP-104,STN-03,2,24.0,-7,-13,0.4922,1.2045,1.1798,47.3401,124.85,14.3548,4.3643,0.5043,2480.98,13.6616,0.8433,0.4476,1.8645,27.3,56.1804,56.4155,149.55,0.7002,0.41868,0.002637,1.18674,0.136477,33.894156,2.3,47.21525,0.062649,0.5736,0.022644,3.408405,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000271,LOT-011,WFR-011-04,DIE-R30C30,EQP-105,STN-04,2,24.0,0,0,0.0,1.2087,1.138,46.2367,126.895,15.6849,4.0467,0.4952,2394.82,14.1514,0.8795,0.4288,1.4884,27.72,52.8286,52.8831,147.17,0.7135,0.409696,0.002744,1.142569,0.105177,33.890056,2.72,46.109805,0.063472,0.1801,0.02206,3.517529,PASS,EQUIPMENT_DRIFT,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000272,LOT-012,WFR-012-04,DIE-R37C43,EQP-106,STN-01,2,24.0,7,13,0.4922,1.2139,1.1871,44.563,141.8194,12.2864,4.3494,0.4538,2427.57,13.0932,0.8557,0.4256,2.2057,29.85,52.9932,53.2178,153.46,0.7601,0.373836,0.003182,1.189175,0.168461,31.78466,4.85,44.421181,0.053438,0.9244,0.02183,4.233309,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000273,LOT-013,WFR-013-04,DIE-R44C56,EQP-107,STN-02,2,24.0,14,26,0.9843,1.2116,1.189,51.4212,161.9516,13.3014,4.1257,0.462,2672.83,12.9293,0.802,0.4152,1.2493,28.99,60.1772,60.3768,153.74,0.7496,0.381314,0.00315,1.17028,0.096625,34.557821,3.99,51.259248,0.054878,0.0321,0.022514,4.694977,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000274,LOT-014,WFR-014-04,DIE-R51C09,EQP-101,STN-03,2,24.0,21,-21,0.9899,1.193,1.1636,50.3603,143.1605,10.6159,4.372,0.4691,2749.47,12.9678,0.8944,0.397,0.7927,29.65,58.0681,58.2364,152.85,0.7239,0.39321,0.002843,1.153053,0.061128,35.654577,4.65,50.21714,0.046413,-0.4987,0.02112,4.244709,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000275,LOT-015,WFR-015-04,DIE-R58C22,EQP-102,STN-04,2,24.0,28,-8,0.9707,1.2152,1.1711,50.4502,169.5235,13.9235,4.3185,0.5027,2528.51,13.5543,0.826,0.41,1.3288,28.83,55.4767,55.7353,151.5,0.7125,0.413677,0.00336,1.099633,0.098035,34.272183,3.83,50.280677,0.060129,0.0928,0.02194,4.887363,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000276,LOT-016,WFR-016-04,DIE-R05C35,EQP-103,STN-01,2,24.0,-25,5,0.8498,1.1811,1.185,48.8968,133.8549,11.8758,4.2779,0.5047,2506.29,14.2724,0.7978,0.4184,0.9802,28.32,50.3013,50.4357,147.26,0.6764,0.427314,0.002737,1.028724,0.068678,35.770773,3.32,48.762945,0.050803,-0.236,0.02007,3.790771,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000277,LOT-017,WFR-017-04,DIE-R12C48,EQP-104,STN-02,2,24.0,-18,18,0.8485,1.2094,1.1474,47.2041,124.9674,12.8778,4.1025,0.4844,2511.91,13.5991,0.8847,0.4108,1.8773,29.3,55.6283,55.7184,153.25,0.725,0.400529,0.002647,1.178463,0.138046,34.159715,4.3,47.079133,0.052831,0.5818,0.022146,3.661545,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000278,LOT-018,WFR-018-04,DIE-R19C01,EQP-105,STN-03,2,24.0,-11,-29,1.0,1.2058,1.1645,48.6554,166.4538,13.3395,4.5596,0.4427,2762.68,12.7611,0.8812,0.407,0.8103,27.71,55.6703,55.8573,148.2,0.7631,0.367142,0.003421,1.144175,0.063498,35.254836,2.71,48.488946,0.060823,-0.4779,0.020151,4.612435,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000279,LOT-019,WFR-019-04,DIE-R26C14,EQP-106,STN-04,2,24.0,-4,-16,0.5497,1.1933,1.1691,39.9852,131.2913,12.4004,3.8088,0.4814,2126.75,13.7126,0.8283,0.4119,4.4385,29.05,48.2085,48.3616,149.15,0.7119,0.403419,0.003283,1.205659,0.32368,29.163272,4.05,39.853909,0.047231,3.1983,0.022668,3.814012,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000280,LOT-020,WFR-020-04,DIE-R33C27,EQP-107,STN-01,2,24.0,3,-3,0.1414,1.1885,1.1864,53.2819,118.4064,12.1131,4.5789,0.4403,2991.86,12.5155,0.8296,0.3996,0.0247,27.75,63.3496,63.5015,148.03,0.7482,0.370467,0.002222,1.188952,0.001974,37.444624,2.75,53.163494,0.055465,-1.2045,0.021174,3.285778,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000281,LOT-001,WFR-001-05,DIE-R40C40,EQP-101,STN-02,2,24.0,10,10,0.4714,1.1635,1.1871,39.8095,89.3249,12.1956,4.2703,0.5074,2023.73,13.702,0.8629,0.399,5.1911,28.22,47.5931,47.741,148.47,0.6561,0.436098,0.002244,1.195521,0.378857,27.729148,3.22,39.720175,0.052079,3.9292,0.023518,2.520749,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000282,LOT-002,WFR-002-05,DIE-R47C53,EQP-102,STN-03,2,24.0,17,23,0.9534,1.209,1.1526,49.7652,168.7772,13.0439,3.8965,0.4554,2821.96,12.8833,0.8417,0.4345,0.2748,28.45,61.0766,61.233,149.47,0.7536,0.376675,0.003391,1.227295,0.02133,36.356157,3.45,49.596423,0.050826,-1.0014,0.021643,4.801711,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000283,LOT-003,WFR-003-05,DIE-R54C06,EQP-103,STN-04,2,24.0,24,-24,1.0,1.2166,1.1779,43.4085,184.298,14.5556,4.5382,0.5856,1919.42,15.8708,0.8486,0.3856,3.7455,28.61,45.6708,45.928,151.95,0.631,0.481341,0.004246,1.052117,0.235999,30.462731,3.61,43.224202,0.066056,2.5113,0.023794,5.272766,PASS,PROCESS_VARIATION,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000284,LOT-004,WFR-004-05,DIE-R01C19,EQP-104,STN-01,2,24.0,-29,-11,1.0,1.2027,1.1767,41.5891,127.4064,11.3736,4.0731,0.5274,2004.44,14.3102,0.8455,0.42,5.138,28.98,44.2408,44.4388,153.42,0.6753,0.438513,0.003063,1.063759,0.359045,28.683937,3.98,41.461694,0.046326,3.8725,0.022071,3.692237,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000285,LOT-005,WFR-005-05,DIE-R08C32,EQP-105,STN-02,2,24.0,-22,2,0.7364,1.2004,1.1735,40.9447,126.8024,13.2588,4.247,0.4586,2311.44,13.0281,0.8653,0.4306,3.5,29.22,51.4759,51.6598,147.93,0.7418,0.382039,0.003097,1.257205,0.26865,30.113671,4.22,40.817898,0.05631,2.2041,0.02227,3.705166,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
