test_id,lot_id,wafer_id,die_id,equipment_id,test_station,test_cycle,burn_in_hour,die_row,die_col,r_norm,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,dynamic_power,total_power,test_duration,voltage_headroom,voltage_utilization,leakage_fraction,power_per_current,normalized_timing_margin,frequency_delay_product,thermal_delta,effective_drive_current,rc_delay,timing_slack,dynamic_power_per_freq,leakage_temperature_interaction,result,defect_type,is_anomaly,is_unknown_anomaly,is_borderline,is_latent,dataset_version,generator_version,source_type
TST-0000718,LOT-018,WFR-018-01,DIE-R39C21,EQP-105,STN-03,4,72.0,9,-9,0.4243,1.198,1.1262,45.509,124.9896,12.1917,4.3389,0.4792,2265.76,13.6894,0.8462,0.4272,2.7362,26.86,49.6283,49.8035,149.2,0.7188,0.4,0.002746,1.090516,0.199877,31.016895,1.86,45.38401,0.052899,1.4628,0.021904,3.357221,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000719,LOT-019,WFR-019-01,DIE-R46C34,EQP-105,STN-04,4,72.0,16,4,0.5497,1.1784,1.2116,46.6704,125.1836,12.6315,4.5132,0.4734,2390.59,12.9004,0.8361,0.4371,2.6162,27.21,52.8871,53.0484,146.75,0.705,0.401731,0.002682,1.133204,0.2028,30.839567,2.21,46.545216,0.057008,1.343,0.022123,3.406246,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000720,LOT-020,WFR-020-01,DIE-R53C47,EQP-105,STN-01,4,72.0,23,17,0.9534,1.2398,1.1739,41.3491,155.0359,12.4054,4.3445,0.4931,2363.44,13.0629,0.8863,0.4254,3.1019,27.28,53.4353,53.6073,147.31,0.7467,0.397725,0.003749,1.292297,0.237459,30.87338,2.28,41.194064,0.053895,1.7902,0.022609,4.229379,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000721,LOT-001,WFR-001-02,DIE-R00C00,EQP-105,STN-02,4,72.0,-30,-30,1.0,1.1794,1.1733,48.5485,169.214,12.0604,4.0659,0.4677,2560.71,13.2415,0.8209,0.42,2.024,25.96,56.658,56.9356,154.41,0.7117,0.396558,0.003485,1.167039,0.152853,33.907641,0.96,48.379286,0.049036,0.7831,0.022126,4.392795,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000722,LOT-002,WFR-002-02,DIE-R07C13,EQP-105,STN-03,4,72.0,-23,-17,0.9534,1.2012,1.1921,43.0438,154.0402,11.4985,4.2523,0.5013,2239.74,13.5122,0.8695,0.4126,3.5587,26.75,51.6612,51.8151,148.69,0.6999,0.417333,0.003579,1.200201,0.263369,30.263815,1.75,42.88976,0.048895,2.2766,0.023066,4.120575,PASS,PROCESS_VARIATION,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000723,LOT-003,WFR-003-02,DIE-R14C26,EQP-105,STN-04,4,72.0,-16,-4,0.5497,1.2025,1.1846,46.458,109.712,12.3155,4.5243,0.5002,2322.82,13.587,0.8166,0.429,2.5652,26.4,53.9912,54.2176,147.07,0.7023,0.415967,0.002362,1.162151,0.188798,31.560155,1.4,46.348288,0.055719,1.3196,0.023244,2.896397,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000724,LOT-004,WFR-004-02,DIE-R21C39,EQP-105,STN-01,4,72.0,-9,9,0.4243,1.2057,1.1751,44.7938,96.1758,13.0338,3.7938,0.4934,2322.75,13.2908,0.7979,0.4543,3.3022,25.97,49.9531,50.0379,149.07,0.7123,0.409223,0.002147,1.115179,0.248458,30.871206,0.97,44.697624,0.049448,2.05,0.021506,2.497686,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000725,LOT-005,WFR-005-02,DIE-R28C52,EQP-105,STN-02,4,72.0,-2,22,0.7364,1.2089,1.1854,44.3962,119.6518,11.6995,4.1584,0.4356,2564.3,13.0996,0.9142,0.4049,1.3981,26.66,57.0518,57.2792,149.6,0.7733,0.360328,0.002695,1.28506,0.106728,33.591304,1.66,44.276548,0.048651,0.079,0.022248,3.189917,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000726,LOT-006,WFR-006-02,DIE-R35C05,EQP-105,STN-03,4,72.0,5,-25,0.8498,1.2012,1.1552,44.3388,137.9112,12.3116,4.1401,0.4896,2365.06,13.5606,0.873,0.4183,3.134,26.22,50.1066,50.2567,146.81,0.7116,0.407592,0.00311,1.130085,0.231111,32.071633,1.22,44.200889,0.050971,1.8427,0.021186,3.616032,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000727,LOT-007,WFR-007-02,DIE-R42C18,EQP-105,STN-04,4,72.0,12,-12,0.5657,1.2179,1.1669,44.4232,120.0176,12.7407,4.0156,0.4504,2430.35,12.7493,0.8713,0.4138,2.5017,27.67,52.7588,52.8613,151.62,0.7675,0.369817,0.002702,1.187641,0.196223,30.985261,2.67,44.303182,0.051162,1.2166,0.021708,3.320887,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000728,LOT-008,WFR-008-02,DIE-R49C31,EQP-105,STN-01,4,72.0,19,1,0.6342,1.1747,1.1675,43.2953,268.7547,12.8831,4.0681,0.5028,2355.41,13.2609,0.8383,0.4399,3.0613,56.45,51.1819,51.5389,148.32,0.6719,0.428024,0.006207,1.182158,0.230852,31.234856,31.45,43.026545,0.05241,1.7831,0.02173,15.171203,FAIL,THERMAL_ANOMALY,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000729,LOT-009,WFR-009-02,DIE-R56C44,EQP-105,STN-02,4,72.0,26,14,0.9843,1.1885,1.1623,45.705,316.0471,12.7522,4.1662,0.4861,2388.81,13.2782,0.874,0.3933,2.7461,31.82,52.4822,52.7801,149.61,0.7024,0.409003,0.006915,1.148281,0.206813,31.719097,6.82,45.388953,0.053128,1.4788,0.02197,10.056619,FAIL,HIGH_LEAKAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000730,LOT-010,WFR-010-02,DIE-R03C57,EQP-105,STN-03,4,72.0,-27,27,1.0,1.2075,1.1768,43.3844,188.2894,12.0921,3.8857,0.4857,2375.79,14.3375,0.7865,0.4015,2.387,28.33,48.866,49.1433,149.99,0.7218,0.402236,0.00434,1.12635,0.166486,34.062889,3.33,43.196111,0.046986,1.199,0.020568,5.334239,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000731,LOT-011,WFR-011-02,DIE-R10C10,EQP-105,STN-04,4,72.0,-20,-20,0.9428,1.1982,1.1907,45.957,154.2672,11.9177,4.0792,0.5137,2375.41,13.8198,0.8577,0.4151,1.7087,26.07,53.1022,53.2909,143.78,0.6845,0.428726,0.003357,1.155476,0.123641,32.827691,1.07,45.802733,0.048615,0.4359,0.022355,4.021746,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000732,LOT-012,WFR-012-02,DIE-R17C23,EQP-105,STN-01,4,72.0,-13,-7,0.4922,1.2245,1.1765,45.0562,112.3014,13.7323,4.1273,0.4791,2345.85,13.4674,0.8175,0.4356,2.4782,27.86,52.4075,52.447,151.56,0.7454,0.391262,0.002492,1.163158,0.184015,31.5925,2.86,44.943899,0.056677,1.2251,0.022341,3.128717,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000733,LOT-013,WFR-013-02,DIE-R24C36,EQP-105,STN-02,4,72.0,-6,6,0.2828,1.1674,1.1823,45.0425,127.9331,12.8246,4.1855,0.4703,2481.38,13.4079,0.7975,0.4284,2.1401,28.32,53.242,53.366,148.59,0.6971,0.402861,0.00284,1.182039,0.159615,33.270095,3.32,44.914567,0.053677,0.9142,0.021457,3.623065,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000734,LOT-014,WFR-014-02,DIE-R31C49,EQP-105,STN-03,4,72.0,1,19,0.6342,1.214,1.1712,41.9717,117.473,15.3378,4.1249,0.4928,2210.81,14.0458,0.8382,0.4256,2.7149,27.07,46.6804,46.8306,151.69,0.7212,0.405931,0.002799,1.112187,0.193289,31.052595,2.07,41.854227,0.063267,1.4511,0.021115,3.179994,PASS,EQUIPMENT_DRIFT,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000735,LOT-015,WFR-015-02,DIE-R38C02,EQP-105,STN-04,4,72.0,8,-28,0.9707,1.2092,1.149,50.4701,171.3684,13.5083,4.1332,0.5203,2408.13,13.9478,0.8039,0.4379,1.8376,27.86,52.043,52.2564,149.4,0.6889,0.430284,0.003395,1.031165,0.131748,33.588116,2.86,50.298732,0.055833,0.5958,0.021611,4.774324,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000736,LOT-016,WFR-016-02,DIE-R45C15,EQP-105,STN-01,4,72.0,15,-15,0.7071,1.1847,1.1699,49.9107,127.4436,12.5174,4.2404,0.4905,2588.82,13.7796,0.8517,0.4156,0.6199,26.41,52.6651,52.9399,155.36,0.6942,0.414029,0.002553,1.055187,0.044987,35.672904,1.41,49.783256,0.053079,-0.6474,0.020343,3.365785,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000737,LOT-017,WFR-017-02,DIE-R52C28,EQP-105,STN-02,4,72.0,22,-2,0.7364,1.1899,1.1738,46.4926,278.3449,12.5125,4.1894,0.4679,2590.56,13.4426,0.8589,0.4347,1.9195,41.46,52.9358,53.3182,147.6,0.722,0.393226,0.005987,1.138585,0.142792,34.823862,16.46,46.214255,0.05242,0.6259,0.020434,11.54018,FAIL,HIGH_LEAKAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000738,LOT-018,WFR-018-02,DIE-R59C41,EQP-105,STN-03,4,72.0,29,11,1.0,1.1955,1.1734,44.0799,157.3363,12.6561,4.1178,0.5128,2230.0,14.0978,0.8386,0.436,3.2449,26.67,50.1171,50.2877,145.26,0.6827,0.428942,0.003569,1.13696,0.230171,31.438094,1.67,43.922564,0.052115,1.9703,0.022474,4.196159,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000739,LOT-019,WFR-019-02,DIE-R06C54,EQP-105,STN-04,4,72.0,-24,24,1.0,1.2168,1.1937,45.3328,160.0686,12.8834,4.2973,0.5017,2316.72,13.6235,0.8484,0.4151,2.6995,26.89,47.5081,47.7631,148.68,0.7151,0.412311,0.003531,1.047985,0.19815,31.561835,1.89,45.172731,0.055364,1.436,0.020507,4.304245,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000740,LOT-020,WFR-020-02,DIE-R13C07,EQP-105,STN-01,4,72.0,-17,-23,0.9534,1.2103,1.1943,42.4721,165.9815,12.6249,4.2355,0.5172,2261.07,14.4218,0.9001,0.4269,2.8493,28.09,48.751,48.8971,147.15,0.6931,0.427332,0.003908,1.147836,0.197569,32.608699,3.09,42.306118,0.053473,1.5223,0.021561,4.66242,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000741,LOT-001,WFR-001-03,DIE-R20C20,EQP-105,STN-02,4,72.0,-10,-10,0.4714,1.2332,1.1765,46.64,116.9177,12.4438,4.095,0.4652,2628.93,13.5767,0.893,0.4316,0.63,27.26,56.8132,56.826,153.35,0.768,0.37723,0.002507,1.218122,0.046403,35.692194,2.26,46.523082,0.050957,-0.6946,0.021611,3.187177,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000742,LOT-002,WFR-002-03,DIE-R27C33,EQP-105,STN-03,4,72.0,-3,3,0.1414,1.1813,1.2056,44.6816,135.4066,11.1426,4.372,0.4788,2344.78,13.4536,0.8002,0.4429,3.2368,26.08,46.08,46.3215,151.05,0.7025,0.405316,0.00303,1.031297,0.24059,31.545732,1.08,44.546193,0.048715,1.9937,0.019652,3.531404,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000743,LOT-003,WFR-003-03,DIE-R34C46,EQP-105,STN-04,4,72.0,4,16,0.5497,1.2031,1.1589,43.9078,118.6587,12.7965,4.5483,0.4901,2486.65,12.8099,0.8474,0.4298,2.8376,26.73,50.0,50.1806,148.08,0.713,0.407364,0.002702,1.13875,0.221516,31.853738,1.73,43.789141,0.058202,1.5604,0.020107,3.171747,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000744,LOT-004,WFR-004-03,DIE-R41C59,EQP-105,STN-01,4,72.0,11,29,1.0,1.2119,1.1654,45.5664,146.7043,12.8626,4.0637,0.5151,2239.94,13.9827,0.8577,0.4351,3.1145,26.95,47.0772,47.2484,146.98,0.6968,0.425035,0.00322,1.033156,0.22274,31.320409,1.95,45.419696,0.05227,1.8217,0.021017,3.953681,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000745,LOT-005,WFR-005-03,DIE-R48C12,EQP-105,STN-02,4,72.0,18,-18,0.8485,1.1879,1.1679,46.8697,120.2545,11.593,4.4421,0.4755,2399.52,12.9373,0.8567,0.4145,3.0881,26.83,49.4516,49.4797,148.78,0.7124,0.400286,0.002566,1.055087,0.238697,31.04331,1.83,46.749446,0.051497,1.8169,0.020609,3.226428,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000746,LOT-006,WFR-006-03,DIE-R55C25,EQP-105,STN-03,4,72.0,25,-5,0.8498,1.1744,1.1769,44.8294,132.4369,12.2621,3.9058,0.4927,2293.39,13.2474,0.8262,0.4158,3.089,26.01,47.7068,47.9513,152.6,0.6817,0.419533,0.002954,1.064186,0.233178,30.381455,1.01,44.696963,0.047893,1.847,0.020802,3.444684,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000747,LOT-007,WFR-007-03,DIE-R02C38,EQP-105,STN-04,4,72.0,-28,8,0.9707,1.184,1.1412,44.3889,152.1351,13.516,3.817,0.4793,2398.21,13.4034,0.8509,0.4286,2.4717,26.57,51.997,52.2773,148.14,0.7047,0.404814,0.003427,1.171396,0.184408,32.144168,1.57,44.236765,0.051591,1.1922,0.021682,4.04223,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000748,LOT-008,WFR-008-03,DIE-R09C51,EQP-105,STN-01,4,72.0,-21,21,0.9899,1.2155,1.1645,44.6617,154.4618,13.0797,4.1238,0.5353,2167.42,14.552,0.8146,0.415,3.1352,26.5,48.172,48.329,151.96,0.6802,0.440395,0.003458,1.078598,0.215448,31.540296,1.5,44.507238,0.053938,1.9056,0.022226,4.093238,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000749,LOT-009,WFR-009-03,DIE-R16C04,EQP-105,STN-02,4,72.0,-14,-26,0.9843,1.2109,1.1616,44.3051,168.6283,12.4775,4.4221,0.4793,2435.58,12.5484,0.8838,0.4326,2.5327,27.67,57.3597,57.6342,155.43,0.7316,0.395821,0.003806,1.294652,0.201834,30.562632,2.67,44.136472,0.055177,1.2163,0.023551,4.665945,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000750,LOT-010,WFR-010-03,DIE-R23C17,EQP-105,STN-03,4,72.0,-7,-13,0.4922,1.2169,1.1745,41.7663,123.154,11.9448,3.8473,0.4687,2402.76,13.6098,0.8312,0.418,2.0637,27.73,50.2505,50.4441,151.47,0.7482,0.385159,0.002949,1.203135,0.151633,32.701083,2.73,41.643146,0.045955,0.8145,0.020914,3.41506,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000751,LOT-011,WFR-011-03,DIE-R30C30,EQP-105,STN-04,4,72.0,0,0,0.0,1.2137,1.1611,45.4834,120.4942,12.3823,4.0908,0.4998,2387.15,13.7782,0.8882,0.3902,2.2494,25.48,50.0252,50.0701,150.66,0.7139,0.411799,0.002649,1.099856,0.163258,32.89063,0.48,45.362906,0.050654,0.971,0.020956,3.070192,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000752,LOT-012,WFR-012-03,DIE-R37C43,EQP-105,STN-01,4,72.0,7,13,0.4922,1.2024,1.187,46.287,136.0968,15.2807,4.8585,0.4376,2299.16,13.1338,0.8308,0.4348,3.4662,34.72,63.0074,63.2126,147.57,0.7648,0.363939,0.00294,1.361233,0.263914,30.196708,9.72,46.150903,0.074241,2.2006,0.027405,4.725281,PASS,UNKNOWN_ANOMALY,1,1,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000753,LOT-013,WFR-013-03,DIE-R44C56,EQP-105,STN-02,4,72.0,14,26,0.9843,1.2004,1.1663,46.2203,144.7197,13.2063,4.0238,0.4969,2442.45,14.1376,0.8618,0.4095,1.7808,27.11,52.0586,52.2489,149.83,0.7035,0.413945,0.003131,1.126315,0.125962,34.530381,2.11,46.07558,0.05314,0.5095,0.021314,3.923351,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000754,LOT-014,WFR-014-03,DIE-R51C09,EQP-105,STN-03,4,72.0,21,-21,0.9899,1.1584,1.1704,43.3173,152.9025,13.5332,4.1505,0.5198,2149.82,14.5868,0.8669,0.4002,3.1332,26.62,48.5596,48.7002,150.09,0.6386,0.448722,0.00353,1.121021,0.214797,31.358994,1.62,43.164397,0.05617,1.8661,0.022588,4.070265,PASS,PROCESS_VARIATION,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000755,LOT-015,WFR-015-03,DIE-R58C22,EQP-105,STN-04,4,72.0,28,-8,0.9707,1.1957,1.1596,46.7211,148.6121,12.825,4.273,0.5019,2415.74,13.3832,0.8645,0.428,1.9255,25.93,55.282,55.5243,153.1,0.6938,0.419754,0.003181,1.183234,0.143874,32.330332,0.93,46.572488,0.054801,0.633,0.022884,3.853512,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000756,LOT-016,WFR-016-03,DIE-R05C35,EQP-105,STN-01,4,72.0,-25,5,0.8498,1.2168,1.1746,48.2634,136.4543,12.1287,3.9875,0.5116,2582.49,13.8398,0.7981,0.42,1.3616,26.07,51.3943,51.4554,146.36,0.7052,0.420447,0.002827,1.064871,0.098383,35.741145,1.07,48.126946,0.048363,0.1435,0.019901,3.557364,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000757,LOT-017,WFR-017-03,DIE-R12C48,EQP-105,STN-02,4,72.0,-18,18,0.8485,1.2115,1.1934,46.1103,183.4691,12.0089,4.272,0.4936,2271.44,13.434,0.8058,0.4257,3.5669,31.9,48.1982,48.3584,148.79,0.7179,0.407429,0.003979,1.045281,0.265513,30.514525,6.9,45.926831,0.051302,2.3354,0.021219,5.852664,PASS,HIGH_LEAKAGE,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000758,LOT-018,WFR-018-03,DIE-R19C01,EQP-105,STN-03,4,72.0,-11,-29,1.0,1.2205,1.1744,44.1977,137.4492,12.8172,4.0829,0.504,2276.11,13.8831,0.8232,0.4231,3.0105,26.61,46.4752,46.6523,147.79,0.7165,0.412946,0.00311,1.05153,0.216846,31.599463,1.61,44.060251,0.052331,1.7642,0.020419,3.657523,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000759,LOT-019,WFR-019-03,DIE-R26C14,EQP-105,STN-04,4,72.0,-4,-16,0.5497,1.1652,1.1688,45.1737,132.3547,12.5003,4.4566,0.4716,2420.2,12.8388,0.8189,0.4162,2.9011,26.65,53.6855,53.7975,146.06,0.6936,0.404737,0.00293,1.188424,0.225963,31.072464,1.65,45.041345,0.055709,1.666,0.022182,3.527253,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000760,LOT-020,WFR-020-03,DIE-R33C27,EQP-105,STN-01,4,72.0,3,-3,0.1414,1.2029,1.1407,44.4522,108.2411,12.7435,4.4606,0.4741,2390.13,13.4047,0.8553,0.4462,2.7057,27.69,49.932,50.0682,149.95,0.7288,0.394131,0.002435,1.123274,0.201847,32.038976,2.69,44.343959,0.056844,1.4042,0.020891,2.997196,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000761,LOT-001,WFR-001-04,DIE-R40C40,EQP-105,STN-02,4,72.0,10,10,0.4714,1.2469,1.1753,50.3271,129.3099,12.2929,4.3206,0.4616,2588.44,13.3486,0.8694,0.3896,1.0998,26.49,57.67,57.8269,156.01,0.7853,0.370198,0.002569,1.145903,0.082391,34.55205,1.49,50.19779,0.053113,-0.1592,0.02228,3.425419,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000762,LOT-002,WFR-002-04,DIE-R47C53,EQP-105,STN-03,4,72.0,17,23,0.9534,1.2324,1.1725,44.7564,208.6571,11.1001,4.1929,0.5128,2303.3,14.2049,0.8279,0.3983,2.3028,41.0,46.6473,46.9002,147.75,0.7196,0.416099,0.004662,1.042249,0.162113,32.718146,16.0,44.547743,0.046542,1.0766,0.020252,8.554941,PASS,THERMAL_ANOMALY,1,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000763,LOT-003,WFR-003-04,DIE-R54C06,EQP-105,STN-04,4,72.0,24,-24,1.0,1.2022,1.1562,44.2855,156.8216,12.7006,4.5088,0.5383,2164.62,14.3167,0.8523,0.4117,2.9546,25.43,50.1631,50.3702,152.76,0.6639,0.447762,0.003541,1.132721,0.206374,30.990215,0.43,44.128678,0.057264,1.6906,0.023174,3.987973,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000764,LOT-004,WFR-004-04,DIE-R01C19,EQP-105,STN-01,4,72.0,-29,-11,1.0,1.2025,1.1814,44.1705,155.6954,13.4095,3.8125,0.5142,2218.46,13.4298,0.8187,0.4453,3.7622,27.53,50.0375,50.1915,151.91,0.6883,0.427609,0.003525,1.132826,0.280138,29.793474,2.53,44.014805,0.051124,2.4982,0.022555,4.286294,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000765,LOT-005,WFR-005-04,DIE-R08C32,EQP-105,STN-02,4,72.0,-22,2,0.7364,1.1934,1.1933,47.2943,129.4128,11.1476,4.1793,0.4601,2455.78,13.2693,0.8684,0.4139,2.3815,27.87,49.0996,49.2204,151.37,0.7333,0.385537,0.002736,1.038172,0.179474,32.586482,2.87,47.164887,0.046589,1.0992,0.019993,3.606735,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000766,LOT-006,WFR-006-04,DIE-R15C45,EQP-105,STN-03,4,72.0,-15,15,0.7071,1.2335,1.1523,45.5096,114.3627,11.8218,4.2018,0.4703,2444.32,13.0895,0.8512,0.4578,2.6789,27.72,54.078,54.1525,147.94,0.7632,0.381273,0.002513,1.188277,0.20466,31.994927,2.72,45.395237,0.049673,1.3699,0.022124,3.170134,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000767,LOT-007,WFR-007-04,DIE-R22C58,EQP-105,STN-04,4,72.0,-8,28,0.9707,1.1864,1.1796,45.3631,166.769,12.7416,3.8482,0.4873,2268.01,13.2073,0.8406,0.4061,3.2411,26.86,52.8361,52.9621,147.07,0.6991,0.410738,0.003676,1.164737,0.245402,29.954288,1.86,45.196331,0.049032,1.9944,0.023296,4.479415,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000768,LOT-008,WFR-008-04,DIE-R29C11,EQP-105,STN-01,4,72.0,-1,-19,0.6342,1.1996,1.1422,45.5233,127.6645,12.2788,4.2578,0.5134,2349.52,14.1642,0.8882,0.4059,2.4195,27.19,50.6986,50.8865,152.92,0.6862,0.427976,0.002804,1.113685,0.170818,33.279071,2.19,45.395635,0.052281,1.1254,0.021578,3.471198,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000769,LOT-009,WFR-009-04,DIE-R36C24,EQP-105,STN-02,4,72.0,6,-6,0.2828,1.1557,1.1926,46.9144,108.2909,13.022,4.3549,0.4578,2506.98,13.085,0.8557,0.411,2.0137,26.98,54.5912,54.6977,147.39,0.6979,0.396124,0.002308,1.163634,0.153894,32.803833,1.98,46.806109,0.05671,0.747,0.021776,2.921688,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000770,LOT-010,WFR-010-04,DIE-R43C37,EQP-105,STN-03,4,72.0,13,7,0.4922,1.156,1.1446,45.7271,136.721,12.4681,3.6311,0.4891,2391.24,13.9548,0.8613,0.4253,1.9041,26.0,52.6839,52.7382,149.38,0.6669,0.423097,0.00299,1.152137,0.136448,33.369276,1.0,45.590379,0.045273,0.6175,0.022032,3.554746,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000771,LOT-011,WFR-011-04,DIE-R50C50,EQP-105,STN-04,4,72.0,20,20,0.9428,1.1949,1.2164,48.3311,166.6086,11.9685,4.2444,0.5337,2251.61,14.3945,0.8398,0.4262,2.6622,26.75,48.1212,48.2559,150.15,0.6612,0.446648,0.003447,0.995657,0.184946,32.4108,1.75,48.164491,0.050799,1.3962,0.021372,4.45678,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000772,LOT-012,WFR-012-04,DIE-R57C03,EQP-105,STN-01,4,72.0,27,-27,1.0,1.211,1.1707,45.1461,156.8479,13.5757,4.107,0.5066,2266.58,13.7162,0.8287,0.3921,2.8887,25.7,50.8366,50.9954,156.15,0.7044,0.418332,0.003474,1.126046,0.210605,31.088865,0.7,44.989252,0.055755,1.6679,0.022429,4.030991,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000773,LOT-013,WFR-013-04,DIE-R04C16,EQP-105,STN-02,4,72.0,-26,-14,0.9843,1.2017,1.191,44.4549,165.2129,12.9907,4.1186,0.5153,2306.68,14.1678,0.8417,0.4083,2.7173,27.51,48.8328,48.9749,146.3,0.6864,0.428809,0.003716,1.09848,0.191794,32.680581,2.51,44.289687,0.053503,1.4673,0.02117,4.545007,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
TST-0000774,LOT-014,WFR-014-04,DIE-R11C29,EQP-105,STN-03,4,72.0,-19,-1,0.6342,1.2014,1.1907,45.0387,99.1939,12.8777,4.1285,0.4883,2278.87,13.2326,0.9242,0.4369,3.9054,27.92,46.1682,46.2386,148.82,0.7131,0.406442,0.002202,1.025078,0.295135,30.155375,2.92,44.939506,0.053166,2.5443,0.020259,2.769494,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified
