test_id,wafer_id,equipment_id,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,thermal_delta,dynamic_power,static_power,total_power,test_duration,result,defect_type,severity
RS-TST-002210,WFR-V2-010,EQP-101,1.1975,1.1685,44.6257,61.0534,12.5801,4.2641,0.4571,2467.09,12.5952,0.8852,0.3986,2.733,36.71,11.71,53.4875,0.07311,53.55949,146.88,PASS,THERMAL_ANOMALY,0.8398
RS-TST-002211,WFR-V2-011,EQP-104,1.1998,1.1843,44.8899,129.3737,12.951,4.3492,0.4359,2580.88,12.4422,0.8955,0.4166,2.1609,26.79,1.79,55.7157,0.15522,55.82024,149.7,PASS,NORMAL,0
RS-TST-002212,WFR-V2-012,EQP-105,1.1989,1.1755,42.0414,142.1229,12.5163,3.9764,0.4495,2425.14,12.5495,0.8138,0.405,3.1306,29.72,4.72,59.1406,0.1704,59.35497,149,PASS,NORMAL,0
RS-TST-002213,WFR-V2-013,EQP-102,1.2001,1.1784,41.2364,124.7031,11.8824,4.2824,0.4546,2464.51,12.9101,0.8395,0.3917,2.4807,28.8,3.8,53.5365,0.14966,53.71168,149.11,PASS,NORMAL,0
RS-TST-002214,WFR-V2-014,EQP-105,1.2203,1.1913,50.7193,311.7181,12.7513,4.2501,0.4509,2621.5,11.8776,0.825,0.4218,2.5558,33.5,8.5,54.8847,0.38038,55.18685,157.16,FAIL,HIGH_LEAKAGE,0.9332
RS-TST-002215,WFR-V2-015,EQP-105,1.1912,1.1763,43.2917,127.0655,12.2693,4.2257,0.4595,2400.46,12.7453,0.7778,0.4136,3.1404,26.95,1.95,46.6323,0.15136,46.8053,149.93,PASS,NORMAL,0
RS-TST-002216,WFR-V2-016,EQP-101,1.1696,1.142,41.8202,109.2166,14.0856,3.9892,0.4959,2370.85,14.6068,0.8809,0.4325,1.3839,27.47,2.47,48.9285,0.12774,49.11486,149.11,FAIL,PROCESS_VARIATION,0.5486
RS-TST-002217,WFR-V2-017,EQP-103,1.2071,1.1846,44.3856,105.533,12.2909,4.2395,0.4609,2504.91,12.7486,0.8363,0.4137,2.3837,28.76,3.76,54.3177,0.12738,54.48011,154.63,PASS,NORMAL,0
RS-TST-002218,WFR-V2-018,EQP-104,1.2,1.1827,41.0579,105.3635,11.7175,4.1497,0.4452,2488.62,12.154,0.8373,0.4163,3.0819,26.74,1.74,49.5509,0.12644,49.62353,148.92,PASS,NORMAL,0
RS-TST-002219,WFR-V2-019,EQP-104,1.177,1.1553,43.2463,126.3257,12.4776,4.0219,0.4238,2521.32,12.0765,0.8367,0.4083,2.9515,26.57,1.57,44.7275,0.14868,44.86489,154.23,PASS,NORMAL,0
RS-TST-002220,WFR-V2-020,EQP-105,1.2129,1.1949,44.1828,122.2848,11.9146,4.3188,0.4483,2600.87,12.445,0.8706,0.41,2.0638,28.52,3.52,54.5528,0.14832,54.71698,144.04,PASS,NORMAL,0
RS-TST-002221,WFR-V2-021,EQP-105,1.2204,1.2086,44.086,119.0883,12.2596,4.2249,0.4637,2510.58,12.5034,0.8451,0.4074,2.584,28.6,3.6,48.8079,0.14533,48.86032,146.67,PASS,NORMAL,0
RS-TST-002222,WFR-V2-022,EQP-102,1.2064,1.188,41.856,120.1074,12.4885,4.1437,0.4616,2517.07,12.7427,0.8503,0.4119,2.2984,29.92,4.92,53.2082,0.1449,53.29995,147.08,PASS,NORMAL,0
RS-TST-002223,WFR-V2-023,EQP-105,1.2275,1.1956,42.7312,100.2906,12.5316,4.2205,0.4545,2637.08,12.7968,0.8503,0.4112,1.5212,29.14,4.14,54.8239,0.12311,54.94082,145.72,PASS,NORMAL,0
RS-TST-002224,WFR-V2-024,EQP-104,1.1929,1.1763,46.5486,142.8329,13.0034,4.2263,0.4502,2467.74,12.0552,0.8717,0.4305,3.2822,26.63,1.63,51.9282,0.17039,52.06462,152.31,PASS,LOW_VOLTAGE,0.1451
RS-TST-002225,WFR-V2-025,EQP-101,1.172,1.1555,41.8646,118.5677,13.0732,4.1853,0.4557,2358.47,13.4297,0.8461,0.4292,2.6843,26.89,1.89,48.0018,0.13896,48.1165,156.48,PASS,NORMAL,0
RS-TST-002226,WFR-V2-026,EQP-105,1.2095,1.1917,43.5058,112.4026,12.4449,4.2049,0.4659,2621.58,12.9898,0.8433,0.4056,1.4249,27.69,2.69,51.9647,0.13595,52.06299,156.19,PASS,PROCESS_VARIATION,0.3592
RS-TST-002227,WFR-V2-027,EQP-102,1.1978,1.1767,44.881,124.9751,13.3552,4.217,0.4518,2588.01,13.2852,0.8652,0.4289,1.3055,28.32,3.32,50.8779,0.1497,51.05587,146.72,PASS,PROCESS_VARIATION,0.494
RS-TST-002228,WFR-V2-028,EQP-104,1.2057,1.1828,44.5056,129.3971,12.513,4.1734,0.4558,2553.11,12.3384,0.823,0.4157,2.5058,26.78,1.78,47.2764,0.15601,47.40131,147.27,PASS,NORMAL,0
RS-TST-002229,WFR-V2-029,EQP-101,1.2203,1.208,44.9871,102.987,12.2229,4.1438,0.4571,2561.82,12.4763,0.8563,0.4166,2.2813,26.98,1.98,51.2976,0.12567,51.39229,151.11,PASS,NORMAL,0
RS-TST-002230,WFR-V2-030,EQP-101,1.2088,1.1888,50.831,127.2189,12.0222,4.3037,0.467,2477.95,12.6412,0.8385,0.4003,2.6627,28.48,3.48,66.0195,0.15378,66.1818,145.8,PASS,POWER_ANOMALY,0.4477
RS-TST-002231,WFR-V2-031,EQP-103,1.2291,1.2108,44.1837,125.7739,12.8674,4.2704,0.4577,2547.82,12.6083,0.8237,0.4452,2.2677,30.92,5.92,51.2799,0.15459,51.48024,149.33,PASS,NORMAL,0
RS-TST-002232,WFR-V2-032,EQP-105,1.1578,1.1332,41.5271,139.739,11.5743,4.1212,0.4668,2498.48,13.676,0.8442,0.4605,1.4895,28.44,3.44,51.0398,0.16179,51.15768,156.04,PASS,LOW_VOLTAGE,0.4054
RS-TST-002233,WFR-V2-033,EQP-101,1.2091,1.1945,45.4368,131.688,12.5176,4.1247,0.4462,2570.89,12.4311,0.9052,0.4115,2.2225,26.16,1.16,53.4637,0.15923,53.61179,146.52,PASS,NORMAL,0
RS-TST-002234,WFR-V2-034,EQP-101,1.2154,1.1927,45.6881,101.642,12.0043,4.1673,0.4354,2603.15,11.6819,0.7986,0.3981,2.8855,26.29,1.29,55.9539,0.12354,55.99404,156.88,PASS,NORMAL,0
RS-TST-002235,WFR-V2-035,EQP-105,1.2009,1.1807,43.2946,150.5227,12.5779,4.2765,0.4398,2504.76,12.5507,0.8082,0.4022,2.6107,29.72,4.72,51.4702,0.18076,51.68668,150.52,PASS,NORMAL,0
RS-TST-002236,WFR-V2-036,EQP-103,1.2011,1.1867,46.4972,164.4387,12.4484,4.1697,0.4682,2429.24,13.2612,0.8252,0.4156,2.3797,29.52,4.52,49.6555,0.1975,49.82325,148.25,PASS,NORMAL,0
RS-TST-002237,WFR-V2-037,EQP-104,1.1803,1.1669,45.1213,121.0404,12.4366,4.3507,0.4495,2439.24,12.7177,0.8202,0.4303,2.8608,28.11,3.11,54.2495,0.14286,54.38976,148.13,PASS,NORMAL,0
RS-TST-002238,WFR-V2-038,EQP-103,1.186,1.1726,45.5711,129.8795,12.5062,4.0207,0.4539,2497.55,13.1139,0.8533,0.4186,2.0485,30.52,5.52,49.5983,0.15403,49.6579,148.34,PASS,NORMAL,0
RS-TST-002239,WFR-V2-039,EQP-101,1.1778,1.1668,44.1385,123.9956,12.8768,4.4393,0.4578,2363.95,12.9754,0.8705,0.4011,3.0749,26.98,1.98,54.2302,0.14604,54.39985,151.68,PASS,POWER_ANOMALY,0.0588
RS-TST-002240,WFR-V2-040,EQP-102,1.1913,1.1598,43.1338,56.8966,12.8417,4.1475,0.4514,2401.67,12.5719,0.8218,0.4077,3.2614,31.28,6.28,55.147,0.06778,55.20441,147.39,PASS,THERMAL_ANOMALY,0.1004
RS-TST-002241,WFR-V2-041,EQP-101,1.2157,1.1985,43.7966,114.1712,12.4576,4.2696,0.4463,2597.84,12.0964,0.8565,0.4232,2.4445,28.14,3.14,54.6267,0.1388,54.7503,154.89,PASS,NORMAL,0
RS-TST-002242,WFR-V2-042,EQP-105,1.206,1.1871,47.4256,205.9831,12.5141,4.2891,0.4454,2532.78,12.7989,0.8589,0.4254,2.1351,34.42,9.42,53.077,0.24842,53.297,152.77,FAIL,HIGH_LEAKAGE,0.5685
RS-TST-002243,WFR-V2-043,EQP-103,1.1853,1.169,41.5801,147.793,12.0554,4.3584,0.4447,2460.3,13.2115,0.772,0.4136,2.2748,30.12,5.12,54.1925,0.17518,54.36103,157.26,PASS,NORMAL,0
RS-TST-002244,WFR-V2-044,EQP-101,1.2197,1.2034,46.8516,131.714,12.3842,4.2386,0.4502,2631.19,12.0263,0.8033,0.4225,2.3727,28.82,3.82,58.4155,0.16065,58.61978,152.14,PASS,EQUIPMENT_DRIFT,0.0961
RS-TST-002245,WFR-V2-045,EQP-105,1.2106,1.1811,45.5288,131.8253,12.2077,4.1566,0.4461,2612.89,12.5357,0.8356,0.4123,1.9374,28.16,3.16,60.9828,0.15959,61.16816,148.9,PASS,POWER_ANOMALY,0.3994
RS-TST-002246,WFR-V2-046,EQP-103,1.207,1.1925,46.1433,143.2897,12.0033,4.3429,0.4581,2437.94,12.7288,0.8475,0.4306,2.8311,29.91,4.91,55.9154,0.17295,56.10086,152.22,PASS,NORMAL,0
RS-TST-002247,WFR-V2-047,EQP-102,1.166,1.1539,43.597,110.9383,12.4141,4.1555,0.4478,2413.06,13.4787,0.8352,0.4143,2.2626,27.13,2.13,46.6686,0.12935,46.83732,153.03,PASS,NORMAL,0
RS-TST-002248,WFR-V2-048,EQP-101,1.1886,1.1734,42.5429,143.0398,12.622,4.141,0.4565,2410.89,12.8559,0.8434,0.4156,2.8921,27.93,2.93,51.7675,0.17001,51.86857,149.91,PASS,NORMAL,0
RS-TST-002249,WFR-V2-049,EQP-102,1.2079,1.1939,43.217,132.3396,12.6221,4.2244,0.4498,2560.45,12.1162,0.8532,0.4232,2.6528,28.31,3.31,51.7949,0.15985,51.98594,150.88,PASS,NORMAL,0
RS-TST-002250,WFR-V2-050,EQP-104,1.1958,1.1739,46.3738,102.3372,13.2297,4.2877,0.4588,2452.56,13.0544,0.8391,0.415,2.4159,27.03,2.03,52.137,0.12238,52.38295,150.5,PASS,NORMAL,0
RS-TST-002251,WFR-V2-051,EQP-105,1.1817,1.1664,43.9367,126.607,12.4805,4.2198,0.4462,2435.95,13.2578,0.8188,0.4142,2.3442,29.42,4.42,60.555,0.14962,60.76109,145.56,PASS,POWER_ANOMALY,0.4721
RS-TST-002252,WFR-V2-052,EQP-104,1.2164,1.1911,44.5758,104.4635,13.1498,4.2988,0.456,2512.45,11.85,0.8531,0.4055,3.2176,25.78,0.78,57.3205,0.12707,57.46649,156.78,PASS,NORMAL,0
RS-TST-002253,WFR-V2-053,EQP-105,1.1899,1.1691,45.8581,135.7572,12.5666,4.1952,0.4605,2421.51,13.3056,0.8677,0.4154,2.3454,29.42,4.42,54.3812,0.16154,54.45951,156.16,PASS,NORMAL,0
RS-TST-002254,WFR-V2-054,EQP-102,1.1934,1.1766,42.9322,138.7816,12.9821,4.31,0.4448,2511.31,12.5596,0.9034,0.3916,2.4651,28.92,3.92,47.4907,0.16562,47.57992,148.79,PASS,NORMAL,0
RS-TST-002255,WFR-V2-055,EQP-105,1.1936,1.1753,40.8022,133.551,12.5407,4.2196,0.4665,2419.17,13.2609,0.8818,0.4111,2.3918,28.03,3.03,49.0033,0.15941,49.07951,149.14,PASS,NORMAL,0
RS-TST-002256,WFR-V2-056,EQP-101,1.2002,1.1694,42.3964,119.7482,11.9044,4.0792,0.4434,2524.08,12.2087,0.8827,0.4235,2.7559,27.91,2.91,51.1602,0.14372,51.30686,155.7,PASS,NORMAL,0
RS-TST-002257,WFR-V2-057,EQP-102,1.2278,1.1984,47.3976,191.9262,12.9763,4.241,0.4498,2614.26,12.3418,0.8489,0.3983,2.11,33.44,8.44,52.8534,0.23564,53.08137,154.94,FAIL,HIGH_LEAKAGE,0.4583
RS-TST-002258,WFR-V2-058,EQP-103,1.1793,1.1551,43.0966,127.7441,13.4855,4.3122,0.4462,2336.68,13.2074,0.8498,0.4385,3.0611,30.64,5.64,48.8088,0.15065,48.99082,149.33,PASS,NORMAL,0
RS-TST-002259,WFR-V2-059,EQP-104,1.1866,1.16,40.9701,136.0999,11.9128,4.0507,0.4527,2414.89,12.7484,0.8137,0.4138,3.0018,27.61,2.61,48.5811,0.1615,48.78566,150.69,PASS,NORMAL,0
RS-TST-002260,WFR-V2-060,EQP-103,1.2057,1.1843,41.6519,142.7322,12.0022,4.1742,0.4556,2503.08,12.8469,0.857,0.4282,2.2764,30.48,5.48,51.3623,0.17209,51.48279,146.64,PASS,POWER_ANOMALY,0.1957
RS-TST-002261,WFR-V2-061,EQP-105,1.1991,1.1797,47.2476,130.4941,12.3199,4.1214,0.4486,2444.16,12.4467,0.8488,0.4123,3.0701,29.03,4.03,46.1264,0.15648,46.34397,150.7,PASS,NORMAL,0
RS-TST-002262,WFR-V2-062,EQP-101,1.1889,1.1687,43.6732,126.6225,12.4057,4.2346,0.4465,2343.01,14.0274,0.9521,0.4354,2.0926,27.56,2.56,47.8848,0.15054,48.01029,141.76,FAIL,TIMING_FAILURE,0.2902
RS-TST-002263,WFR-V2-063,EQP-105,1.1707,1.1549,42.8533,130.1867,11.7333,4.2679,0.4436,2372.09,13.26,0.888,0.42,2.7148,27.96,2.96,47.1576,0.15241,47.21931,158.43,PASS,NORMAL,0
RS-TST-002264,WFR-V2-064,EQP-102,1.129,1.1067,44.1891,120.1211,13.1417,4.1257,0.4448,2477.53,13.6407,0.839,0.4212,1.6653,27.29,2.29,51.316,0.13562,51.46124,149.43,PASS,LOW_VOLTAGE,0.4627
RS-TST-002265,WFR-V2-065,EQP-102,1.1983,1.1787,47.0898,153.5043,12.3925,4.1621,0.4231,2621.24,12.1037,0.8072,0.43,2.349,28.26,3.26,50.2226,0.18394,50.4524,146.9,PASS,NORMAL,0
RS-TST-002266,WFR-V2-066,EQP-102,1.1793,1.1548,42.8134,109.4151,12.7821,4.3145,0.4523,2394.07,12.2425,0.8441,0.4288,3.6214,28.34,3.34,47.7937,0.12904,47.95395,146.75,PASS,NORMAL,0
RS-TST-002267,WFR-V2-067,EQP-103,1.2087,1.1894,45.386,157.8436,12.6122,4.1809,0.4346,2546.44,11.9705,0.8621,0.4239,2.8756,28.53,3.53,47.243,0.19079,47.41026,158.25,PASS,NORMAL,0
RS-TST-002268,WFR-V2-068,EQP-102,1.2079,1.1843,44.6005,133.35,12.5195,3.9296,0.4548,2553.17,12.5875,0.8399,0.4143,2.2394,29.44,4.44,51.9285,0.16108,52.1221,148.27,PASS,NORMAL,0
RS-TST-002269,WFR-V2-069,EQP-104,1.1796,1.146,43.2186,100.749,12.7546,4.0508,0.4386,2474.46,12.6119,0.8636,0.4315,2.6897,26.05,1.05,45.4659,0.11885,45.58422,145.73,PASS,NORMAL,0
RS-TST-002270,WFR-V2-070,EQP-105,1.1812,1.162,42.7069,113.8358,12.3547,4.3256,0.4483,2435.18,13.1438,0.8395,0.4279,2.4427,28.75,3.75,49.1456,0.13446,49.28188,149.2,PASS,PROCESS_VARIATION,0.086
RS-TST-002301,WFR-V2-001,EQP-104,1.1827,1.159,42.0496,109.1442,12.185,4.245,0.4263,2531.41,12.558,0.8219,0.4277,2.4217,27.13,2.13,49.8265,0.12909,49.95358,146.42,PASS,NORMAL,0
RS-TST-002302,WFR-V2-002,EQP-103,1.2097,1.1899,42.9602,87.4586,12.2636,4.3402,0.4388,2603.86,12.5848,0.8453,0.4324,1.9317,42.46,17.46,52.8977,0.1058,53.0833,146.12,FAIL,THERMAL_ANOMALY,0.8877
RS-TST-002303,WFR-V2-003,EQP-102,1.1886,1.1731,44.357,103.8756,13.1833,4.0704,0.4313,2526.68,12.1312,0.8439,0.4255,2.8559,29.35,4.35,50.729,0.12347,50.83789,146.36,PASS,NORMAL,0
RS-TST-002304,WFR-V2-004,EQP-105,1.2028,1.1798,44.2209,144.038,12.2898,4.2762,0.44,2484.24,13.7969,0.9428,0.4232,1.3618,29.81,4.81,52.0471,0.17325,52.28396,150.5,PASS,TIMING_FAILURE,0.405
RS-TST-002305,WFR-V2-005,EQP-104,1.2036,1.1751,43.355,125.5083,12.7448,3.9983,0.4454,2540.89,11.8114,0.874,0.431,3.0571,26.07,1.07,55.495,0.15107,55.6587,159.33,PASS,NORMAL,0
RS-TST-002306,WFR-V2-006,EQP-103,1.2117,1.19,46.6135,146.5451,12.6729,3.9456,0.4416,2591.4,12.376,0.8764,0.4413,2.1833,31.85,6.85,53.9001,0.17757,54.17986,155.4,PASS,NORMAL,0
RS-TST-002307,WFR-V2-007,EQP-101,1.1072,1.0876,45.7747,109.2653,12.4175,4.2133,0.4605,2397.72,13.684,0.8122,0.391,2.1863,27.77,2.77,52.269,0.12098,52.34255,147.52,PASS,LOW_VOLTAGE,0.5257
RS-TST-002308,WFR-V2-008,EQP-103,1.2011,1.1866,45.0816,171.5698,12.2202,4.282,0.4695,2244.23,18.2318,0.966,0.4129,-1.3743,30.93,5.93,50.4461,0.20608,50.64176,151.5,FAIL,TIMING_FAILURE,0.8838
RS-TST-002309,WFR-V2-009,EQP-105,1.1976,1.1725,45.7888,141.7627,12.0636,4.3928,0.4364,2539.12,12.2313,0.826,0.3982,2.6961,28.6,3.6,53.777,0.16977,53.88878,150.18,PASS,NORMAL,0
RS-TST-002310,WFR-V2-010,EQP-102,1.1976,1.1792,43.5665,70.8052,12.0174,4.1047,0.4703,2445.02,13.5454,0.8474,0.4106,1.967,39.57,14.57,51.1856,0.08479,51.32091,154.69,FAIL,THERMAL_ANOMALY,0.5191
RS-TST-002311,WFR-V2-011,EQP-101,1.1751,1.1524,41.7231,132.1236,12.2501,4.2959,0.4216,2558.79,11.9609,0.8541,0.4403,2.8174,28.22,3.22,49.0192,0.15525,49.16506,152.48,PASS,NORMAL,0
RS-TST-002312,WFR-V2-012,EQP-102,1.1987,1.1722,46.7528,141.4452,12.1525,4.1455,0.4571,2427.58,12.9695,0.8987,0.4167,2.6091,28.16,3.16,73.2155,0.16954,73.39514,144.85,PASS,POWER_ANOMALY,0.8618
RS-TST-002313,WFR-V2-013,EQP-102,1.2157,1.1963,43.8368,131.4915,12.3687,4.1164,0.4668,2454.79,12.4489,0.8028,0.3935,3.043,27.9,2.9,52.5699,0.15985,52.77126,148.55,PASS,NORMAL,0
RS-TST-002314,WFR-V2-014,EQP-105,1.1972,1.1738,45.5001,213.6976,13.3604,4.1808,0.4538,2505.07,12.7674,0.84,0.4126,2.3602,36.37,11.37,50.1693,0.25584,50.38395,143,FAIL,HIGH_LEAKAGE,0.6945
RS-TST-002315,WFR-V2-015,EQP-104,1.1429,1.1144,45.617,108.4516,12.4621,4.3098,0.4343,2552.53,12.7904,0.8819,0.4403,1.9984,28.14,3.14,50.1038,0.12395,50.24179,148.91,PASS,LOW_VOLTAGE,0.5072
RS-TST-002316,WFR-V2-016,EQP-105,1.1906,1.1728,43.2164,127.1904,13.7115,4.4376,0.5017,2426.59,14.2705,0.8643,0.4004,1.3493,30.51,5.51,50.8951,0.15143,51.10011,150.8,FAIL,PROCESS_VARIATION,0.6887
RS-TST-002317,WFR-V2-017,EQP-103,1.2179,1.1995,42.6918,147.6042,12.3979,4.3583,0.4424,2625.51,12.1396,0.8205,0.3951,2.2752,29.22,4.22,55.2668,0.17977,55.45532,150.18,PASS,NORMAL,0
RS-TST-002318,WFR-V2-018,EQP-102,1.1848,1.1597,42.8513,127.9267,13.096,4.0642,0.4328,2496.9,12.796,0.8218,0.4171,2.402,26.15,1.15,48.7052,0.15157,48.7604,154,PASS,NORMAL,0
RS-TST-002319,WFR-V2-019,EQP-104,1.2139,1.1907,44.3862,108.1475,12.3012,4.2647,0.453,2551.82,12.3851,0.763,0.4368,2.527,27.68,2.68,49.8883,0.13128,50.01293,155.93,PASS,NORMAL,0
RS-TST-002320,WFR-V2-020,EQP-103,1.1789,1.1595,40.2331,135.8859,12.606,4.1024,0.4586,2385.34,13.6865,0.8139,0.4359,2.2687,29.99,4.99,48.0912,0.16019,48.23646,149.53,PASS,NORMAL,0
RS-TST-002321,WFR-V2-021,EQP-102,1.1965,1.1751,47.0307,152.327,12.3116,4.3859,0.4615,2439.07,12.9412,0.8487,0.4157,2.6098,31.7,6.7,50.8193,0.18227,51.04527,154.23,PASS,HIGH_LEAKAGE,0.2374
RS-TST-002322,WFR-V2-022,EQP-105,1.202,1.1853,43.7172,121.9764,12.1174,4.0172,0.4522,2437.78,12.9513,0.9111,0.4132,2.5459,28.47,3.47,54.6355,0.14662,54.76329,153.75,PASS,NORMAL,0
RS-TST-002323,WFR-V2-023,EQP-104,1.2163,1.2073,45.8971,130.3686,12.3082,4.2267,0.4426,2613.44,12.8947,0.8383,0.4082,1.5724,26.81,1.81,56.0593,0.15857,56.3482,150.34,PASS,NORMAL,0
RS-TST-002324,WFR-V2-024,EQP-102,1.1998,1.1732,46.9147,139.7539,12.41,4.3207,0.4675,2421.27,13.0441,0.8345,0.4079,2.6417,28.77,3.77,55.5068,0.16767,55.69638,146.87,PASS,NORMAL,0
RS-TST-002325,WFR-V2-025,EQP-103,1.2199,1.2081,44.7637,141.2025,12.2522,4.2007,0.4522,2584.64,12.8323,0.8877,0.4349,1.756,29.98,4.98,50.842,0.17225,51.01328,142.27,PASS,NORMAL,0
RS-TST-002326,WFR-V2-026,EQP-102,1.2248,1.2051,43.4754,130.5189,11.8969,4.2071,0.4467,2758.58,12.377,0.8331,0.396,1.29,29.74,4.74,54.1521,0.15986,54.29841,155.58,PASS,PROCESS_VARIATION,0.2274
RS-TST-002327,WFR-V2-027,EQP-101,1.1877,1.1718,43.1927,135.7313,12.7487,4.2193,0.432,2524.7,12.6523,0.7956,0.4157,2.3956,27.45,2.45,50.7797,0.16121,50.93627,150.59,PASS,NORMAL,0
RS-TST-002328,WFR-V2-028,EQP-103,1.17,1.1504,43.8247,128.9075,12.4444,4.2359,0.4553,2344.58,13.7526,0.8978,0.4331,2.4102,30.65,5.65,47.5296,0.15082,47.66494,150.5,PASS,NORMAL,0
RS-TST-002329,WFR-V2-029,EQP-104,1.1798,1.1559,45.3057,109.7566,11.8557,4.041,0.4545,2407.29,12.77,0.8572,0.4358,2.989,26.96,1.96,53.8221,0.12949,53.86478,146.02,PASS,NORMAL,0
RS-TST-002330,WFR-V2-030,EQP-103,1.2147,1.192,45.1574,177.8467,13.362,4.352,0.4524,2615.77,12.8333,0.8331,0.412,1.6254,31.74,6.74,54.3507,0.21603,54.57166,150.54,FAIL,EQUIPMENT_DRIFT,0.3227
RS-TST-002331,WFR-V2-031,EQP-102,1.215,1.1907,44.8589,115.589,12.6023,4.2056,0.4447,2597.65,12.1856,0.8494,0.3989,2.3637,28.4,3.4,50.3181,0.14044,50.43201,153.57,PASS,NORMAL,0
RS-TST-002332,WFR-V2-032,EQP-105,1.2021,1.1856,44.8546,133.0854,12.5586,4.0694,0.439,2553.37,12.5214,0.8421,0.4565,2.3021,29.26,4.26,51.4782,0.15998,51.69403,150.26,PASS,NORMAL,0
RS-TST-002333,WFR-V2-033,EQP-101,1.2151,1.1998,44.3216,126.0869,11.664,4.1368,0.4288,2679.63,12.1651,0.845,0.4498,1.9173,26.62,1.62,54.8185,0.1532,54.93999,154.14,PASS,NORMAL,0
RS-TST-002334,WFR-V2-034,EQP-103,1.2199,1.1945,46.4991,161.3946,12.3024,4.1747,0.47,2494.59,12.9308,0.8083,0.4062,2.2957,33.41,8.41,54.9095,0.19688,55.00087,148.55,PASS,HIGH_LEAKAGE,0.2693
RS-TST-002335,WFR-V2-035,EQP-102,1.2021,1.1861,44.4795,130.9357,12.6034,4.1306,0.4568,2426.3,12.4578,0.8243,0.4325,3.2039,28.64,3.64,54.8796,0.15739,55.08298,146.02,PASS,NORMAL,0
RS-TST-002336,WFR-V2-036,EQP-101,1.2064,1.1876,48.3149,124.53,12.7822,4.2923,0.4517,2537.33,12.2388,0.8506,0.4265,2.6752,29.31,4.31,73.507,0.15023,73.72989,143.72,PASS,POWER_ANOMALY,0.8062
RS-TST-002337,WFR-V2-037,EQP-105,1.1779,1.15,42.316,153.8491,13.658,4.2593,0.457,2400.39,12.9448,0.8167,0.4275,2.9024,28.68,3.68,51.4501,0.18122,51.59457,149.24,PASS,NORMAL,0
RS-TST-002338,WFR-V2-038,EQP-104,1.2135,1.1926,45.1169,105.7979,12.591,4.2309,0.449,2538.65,11.4368,0.8427,0.4461,3.4769,26.54,1.54,51.939,0.12838,52.05001,145.35,PASS,NORMAL,0
RS-TST-002339,WFR-V2-039,EQP-102,1.2077,1.1821,46.7069,123.5925,12.8251,4.0628,0.4387,2525.4,12.2685,0.8754,0.4361,2.6951,28.5,3.5,52.2727,0.14926,52.26002,149.55,PASS,NORMAL,0
RS-TST-002340,WFR-V2-040,EQP-104,1.2105,1.1869,45.055,106.8929,11.8774,4.107,0.4541,2544,12.607,0.8446,0.4114,2.2717,27.39,2.39,52.8097,0.1294,52.99326,154.93,PASS,NORMAL,0
RS-TST-002341,WFR-V2-041,EQP-102,1.206,1.1798,45.0202,109.8092,11.6838,4.3731,0.4778,2398.03,12.618,0.8325,0.4295,3.2299,26.79,1.79,53.4546,0.13243,53.5845,151,PASS,NORMAL,0
RS-TST-002342,WFR-V2-042,EQP-103,1.1831,1.1618,46.5197,249.4158,12.4052,4.332,0.464,2359.24,13.7371,0.8637,0.4193,2.3539,36.59,11.59,50.5104,0.29508,50.75429,151.92,FAIL,HIGH_LEAKAGE,0.7069
RS-TST-002343,WFR-V2-043,EQP-103,1.1935,1.1686,43.5976,137.5128,12.851,4.2237,0.4403,2493.16,13.2772,0.9007,0.4185,1.866,29.45,4.45,46.3411,0.16412,46.4334,149.35,PASS,NORMAL,0
RS-TST-002344,WFR-V2-044,EQP-105,1.193,1.1682,44.0525,142.7496,12.506,4.0434,0.451,2493.3,13.2584,0.8729,0.4211,1.9117,30.04,5.04,50.3508,0.17031,50.49759,154.33,PASS,NORMAL,0
RS-TST-002345,WFR-V2-045,EQP-101,1.1739,1.146,44.1878,110.0515,13.0395,4.0953,0.4519,2363.77,12.9251,0.8243,0.4052,3.1727,27.48,2.48,52.618,0.12919,52.77937,150.58,PASS,NORMAL,0
RS-TST-002346,WFR-V2-046,EQP-104,1.1919,1.1609,44.5654,106.7894,13.78,4.0226,0.4736,2598.52,13.1452,0.8598,0.4213,1.3884,26.68,1.68,53.4279,0.12728,53.62343,150.32,PASS,PROCESS_VARIATION,0.8014
RS-TST-002347,WFR-V2-047,EQP-105,1.2034,1.1754,43.4501,59.219,12.4875,4.2735,0.4602,2425.84,12.4716,0.7937,0.4092,3.2239,32.31,7.31,54.7253,0.07127,54.75379,161.16,PASS,THERMAL_ANOMALY,0.1317
RS-TST-002348,WFR-V2-048,EQP-103,1.1949,1.1769,47.1122,151.8545,14.5721,4.067,0.4521,2467.87,12.9312,0.8335,0.4165,2.4437,34.03,9.03,50.5888,0.18146,50.77095,145.7,PASS,EQUIPMENT_DRIFT,0.7168
RS-TST-002349,WFR-V2-049,EQP-101,1.18,1.1567,39.9945,122.971,12.979,4.2651,0.4627,2393.69,12.977,0.8549,0.4096,2.8787,29.52,4.52,49.457,0.14511,49.60486,149.99,PASS,EQUIPMENT_DRIFT,0.3436
RS-TST-002350,WFR-V2-050,EQP-105,1.1925,1.1677,42.8406,73.7276,12.2295,4.1567,0.4487,2479.4,12.5445,0.8543,0.4339,2.7341,38.94,13.94,52.5375,0.08792,52.62402,148.02,FAIL,THERMAL_ANOMALY,0.4916
