test_id,lot_id,wafer_id,die_id,equipment_id,test_station,test_cycle,burn_in_hour,die_row,die_col,r_norm,supply_voltage,output_voltage,current,leakage_current,resistance,capacitance,threshold_voltage,frequency,propagation_delay,setup_time,hold_time,timing_margin,temperature,dynamic_power,total_power,test_duration,voltage_headroom,voltage_utilization,leakage_fraction,power_per_current,normalized_timing_margin,frequency_delay_product,thermal_delta,effective_drive_current,rc_delay,timing_slack,dynamic_power_per_freq,leakage_temperature_interaction,result,defect_type,is_anomaly,is_unknown_anomaly,is_borderline,is_latent,dataset_version,generator_version,source_type,eq_EQP-101,eq_EQP-102,eq_EQP-103,eq_EQP-104,eq_EQP-105
TST-0005255,LOT-015,WFR-015-03,DIE-R58C22,EQP-106,STN-04,3,48.0,28,-8,0.9707,1.2344,1.2012,42.1969,173.6955,12.0004,4.1722,0.5188,2144.72,15.1448,0.8106,0.4254,2.8528,30.76,48.6173,48.8583,154.86,0.7156,0.420285,0.004116,1.152153,0.188368,32.481355,5.76,42.023204,0.050068,1.6168,0.022668,5.342874,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005257,LOT-017,WFR-017-03,DIE-R12C48,EQP-101,STN-02,3,48.0,-18,18,0.8485,1.2016,1.1633,42.2733,133.2334,12.5161,4.2729,0.4838,2227.07,13.8254,0.8803,0.4183,3.3156,27.83,51.2673,51.4132,151.31,0.7178,0.40263,0.003152,1.212758,0.239819,30.790134,2.83,42.140067,0.05348,2.017,0.02302,3.707886,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0005260,LOT-020,WFR-020-03,DIE-R33C27,EQP-104,STN-01,3,48.0,3,-3,0.1414,1.208,1.1527,45.2223,96.2602,12.2907,4.0626,0.4644,2336.53,13.3314,0.8223,0.4267,2.6695,28.23,49.6565,49.8434,149.87,0.7436,0.384437,0.002129,1.098053,0.200242,31.149216,3.23,45.12604,0.049932,1.4205,0.021252,2.717425,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005264,LOT-004,WFR-004-04,DIE-R01C19,EQP-102,STN-01,3,48.0,-29,-11,1.0,1.1794,1.1323,42.72,166.7913,13.2765,4.2509,0.5266,2199.75,13.927,0.8491,0.4208,3.1983,28.69,44.8828,45.074,151.49,0.6528,0.446498,0.003904,1.050627,0.229647,30.635918,3.69,42.553209,0.056437,1.9284,0.020404,4.785242,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0005265,LOT-005,WFR-005-04,DIE-R08C32,EQP-103,STN-02,3,48.0,-22,2,0.7364,1.1879,1.1707,41.8508,114.2903,14.011,4.2414,0.4931,2210.56,13.7465,0.8575,0.4298,3.4037,27.79,51.1902,51.4043,143.12,0.6948,0.415102,0.002731,1.223159,0.247605,30.387463,2.79,41.73651,0.059426,2.1164,0.023157,3.176127,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0005266,LOT-006,WFR-006-04,DIE-R15C45,EQP-104,STN-03,3,48.0,-15,15,0.7071,1.1984,1.1694,44.6274,119.2325,13.4104,3.9592,0.4922,2328.59,13.8692,0.8413,0.4175,2.2308,27.49,47.196,47.3304,147.58,0.7062,0.410714,0.002672,1.057557,0.160846,32.29568,2.49,44.508167,0.053094,0.972,0.020268,3.277701,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005268,LOT-008,WFR-008-04,DIE-R29C11,EQP-107,STN-01,3,48.0,-1,-19,0.6342,1.1941,1.196,44.2443,140.3175,13.1882,4.2251,0.4805,2450.11,13.1307,0.8435,0.4135,2.5061,29.07,51.9814,52.2235,148.32,0.7136,0.402395,0.003171,1.174872,0.190858,32.171659,4.07,44.103983,0.055721,1.2491,0.021216,4.07903,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005269,LOT-009,WFR-009-04,DIE-R36C24,EQP-101,STN-02,3,48.0,6,-6,0.2828,1.1973,1.1695,42.4799,131.8448,13.1346,4.4024,0.4757,2306.64,13.7833,0.8271,0.4058,2.7816,27.82,46.9521,47.137,153.66,0.7216,0.397311,0.003104,1.105278,0.201809,31.793111,2.82,42.348055,0.057824,1.5487,0.020355,3.667922,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0005270,LOT-010,WFR-010-04,DIE-R43C37,EQP-102,STN-03,3,48.0,13,7,0.4922,1.1909,1.1733,47.345,132.0032,12.8362,4.0597,0.5103,2398.3,14.2172,0.8845,0.4066,1.5324,25.85,53.0324,53.0804,144.3,0.6806,0.428499,0.002788,1.120127,0.107785,34.097111,0.85,47.212997,0.052111,0.2413,0.022112,3.412283,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0005271,LOT-011,WFR-011-04,DIE-R50C50,EQP-103,STN-04,3,48.0,20,20,0.9428,1.1866,1.1739,43.3365,180.9016,12.7132,4.1517,0.5028,2120.65,14.032,0.803,0.4423,3.7821,28.86,44.4435,44.6647,152.71,0.6838,0.423732,0.004174,1.025544,0.269534,29.756961,3.86,43.155598,0.052781,2.5368,0.020957,5.22082,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0005272,LOT-012,WFR-012-04,DIE-R57C03,EQP-104,STN-01,3,48.0,27,-27,1.0,1.2075,1.1629,43.7949,168.3597,12.9883,4.3377,0.4838,2216.41,14.2267,0.8316,0.4113,3.1693,27.39,47.4736,47.6772,147.81,0.7237,0.400663,0.003844,1.083998,0.222771,31.5322,2.39,43.62654,0.056339,1.9264,0.021419,4.611372,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005273,LOT-013,WFR-013-04,DIE-R04C16,EQP-106,STN-02,3,48.0,-26,-14,0.9843,1.1963,1.2071,41.9244,143.3972,11.9454,4.0778,0.5219,2312.33,13.864,0.8176,0.4412,2.6986,29.59,49.7596,49.9532,150.55,0.6744,0.436262,0.00342,1.186889,0.194648,32.058143,4.59,41.781003,0.048711,1.4398,0.021519,4.243123,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005274,LOT-014,WFR-014-04,DIE-R11C29,EQP-107,STN-03,3,48.0,-19,-1,0.6342,1.1962,1.1748,41.5516,131.8496,12.1402,4.3175,0.5135,2221.87,13.9243,0.8636,0.4272,3.0554,29.28,50.1548,50.308,148.07,0.6827,0.429276,0.003173,1.207049,0.219429,30.937984,4.28,41.41975,0.052415,1.7646,0.022573,3.860556,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005275,LOT-015,WFR-015-04,DIE-R18C42,EQP-101,STN-04,3,48.0,-12,12,0.5657,1.1948,1.1876,42.6597,121.2048,12.3598,4.3361,0.468,2338.72,13.5897,0.8488,0.4079,2.7945,28.5,53.812,53.9764,153.22,0.7268,0.391697,0.002841,1.261425,0.205634,31.782503,3.5,42.538495,0.053593,1.5378,0.023009,3.454337,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0005277,LOT-017,WFR-017-04,DIE-R32C08,EQP-103,STN-02,3,48.0,2,-22,0.7364,1.1886,1.1595,44.3506,116.5943,12.379,4.3758,0.4527,2241.0,12.5335,0.7948,0.4438,4.8394,28.53,48.1988,48.2329,151.17,0.7359,0.380868,0.002629,1.086768,0.386117,28.087573,3.53,44.234006,0.054168,3.6008,0.021508,3.326435,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0005280,LOT-020,WFR-020-04,DIE-R53C47,EQP-107,STN-01,3,48.0,23,17,0.9534,1.1125,1.1153,45.8458,175.7201,12.7138,4.0824,0.4993,2149.22,15.0957,0.826,0.3908,2.3786,30.5,47.2151,47.4469,150.68,0.6132,0.448809,0.003833,1.029868,0.157568,32.44398,5.5,45.67008,0.051903,1.1618,0.021968,5.359463,PASS,LOW_VOLTAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005284,LOT-004,WFR-004-05,DIE-R21C39,EQP-104,STN-01,3,48.0,-9,9,0.4243,1.1863,1.1958,44.7496,102.596,12.5815,4.0112,0.5036,2187.02,14.1962,0.8171,0.4223,3.5413,28.67,42.7449,42.8488,150.79,0.6827,0.424513,0.002293,0.955202,0.249454,31.047373,3.67,44.647004,0.050467,2.3019,0.019545,2.941427,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005285,LOT-005,WFR-005-05,DIE-R28C52,EQP-106,STN-02,3,48.0,-2,22,0.7364,1.1987,1.173,43.225,123.714,13.785,4.2119,0.504,2246.69,14.2082,0.8767,0.3984,2.8819,29.76,50.2052,50.3004,151.7,0.6947,0.420455,0.002862,1.161485,0.202834,31.921421,4.76,43.101286,0.058061,1.6068,0.022346,3.681729,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005286,LOT-006,WFR-006-05,DIE-R35C05,EQP-107,STN-03,3,48.0,5,-25,0.8498,1.2399,1.1778,43.1874,142.6094,13.2851,4.0582,0.5112,2324.67,14.0971,0.8538,0.4379,2.4624,26.95,47.0675,47.1623,148.83,0.7287,0.412291,0.003302,1.089843,0.174674,32.771105,1.95,43.044791,0.053914,1.1707,0.020247,3.843323,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005288,LOT-008,WFR-008-05,DIE-R49C31,EQP-102,STN-01,3,48.0,19,1,0.6342,1.2076,1.2015,45.5816,131.4861,13.6206,4.1152,0.4612,2439.72,12.9249,0.8317,0.4151,2.4131,28.3,55.9796,56.0994,143.3,0.7464,0.381915,0.002885,1.228118,0.186702,31.533137,3.3,45.450114,0.056051,1.1663,0.022945,3.721057,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0005289,LOT-009,WFR-009-05,DIE-R56C44,EQP-103,STN-02,3,48.0,26,14,0.9843,1.1919,1.1661,44.8747,160.7572,13.64,4.2565,0.4851,2322.26,13.6174,0.8285,0.4192,3.2644,27.72,49.0238,49.248,145.86,0.7068,0.406997,0.003582,1.09246,0.239723,31.623143,2.72,44.713943,0.058059,2.0167,0.02111,4.45619,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0005290,LOT-010,WFR-010-05,DIE-R03C57,EQP-104,STN-03,3,48.0,-27,27,1.0,1.1959,1.1387,48.0829,170.0295,13.5526,4.2114,0.5082,2431.76,14.3416,0.8442,0.4116,1.1803,27.84,51.7031,51.9012,152.32,0.6877,0.424952,0.003536,1.075291,0.082299,34.875329,2.84,47.912871,0.057075,-0.0755,0.021262,4.733621,FAIL,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005291,LOT-011,WFR-011-05,DIE-R10C10,EQP-106,STN-04,3,48.0,-20,-20,0.9428,1.203,1.1708,43.4393,164.0521,12.7043,4.2058,0.5105,2163.1,14.3335,0.8302,0.4068,3.0224,28.78,47.6458,47.8724,150.85,0.6925,0.424356,0.003777,1.096836,0.210863,31.004794,3.78,43.275248,0.053432,1.7854,0.022027,4.721419,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005292,LOT-012,WFR-012-05,DIE-R17C23,EQP-107,STN-01,3,48.0,-13,-7,0.4922,1.2012,1.1738,39.5879,144.7001,13.1767,4.305,0.499,2053.07,13.455,0.8544,0.4314,4.8117,29.75,43.3085,43.5027,149.09,0.7022,0.415418,0.003655,1.093983,0.357614,27.624057,4.75,39.4432,0.056726,3.5259,0.021095,4.304828,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005293,LOT-013,WFR-013-05,DIE-R24C36,EQP-101,STN-02,3,48.0,-6,6,0.2828,1.1998,1.1844,46.2367,132.1213,12.8981,4.1672,0.485,2408.36,13.7761,0.8499,0.4003,1.9944,27.55,50.499,50.6974,149.69,0.7148,0.404234,0.002857,1.092184,0.144772,33.177808,2.55,46.104579,0.053749,0.7442,0.020968,3.639942,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0005294,LOT-014,WFR-014-05,DIE-R31C49,EQP-102,STN-03,3,48.0,1,19,0.6342,1.197,1.1881,46.1181,118.6849,12.8596,4.3829,0.5088,2309.32,13.8757,0.8671,0.4324,2.5982,29.41,45.8953,45.9409,150.99,0.6882,0.425063,0.002573,0.995169,0.187248,32.043432,4.41,45.999415,0.056362,1.2987,0.019874,3.490523,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0005295,LOT-015,WFR-015-05,DIE-R38C02,EQP-103,STN-04,3,48.0,8,-28,0.9707,1.1806,1.1544,43.555,164.731,11.8589,4.3155,0.5145,2118.92,14.5183,0.8545,0.4352,3.3531,26.56,44.0443,44.1638,147.16,0.6661,0.435795,0.003782,1.011234,0.230957,30.763116,1.56,43.390269,0.051177,2.0634,0.020786,4.375255,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0005297,LOT-017,WFR-017-05,DIE-R52C28,EQP-106,STN-02,3,48.0,22,-2,0.7364,1.2025,1.1862,41.8479,124.592,12.6281,4.3604,0.4596,2328.21,13.2401,0.8688,0.425,2.8876,28.55,53.9663,54.2236,143.85,0.7429,0.382204,0.002977,1.289582,0.218095,30.825733,3.55,41.723308,0.055064,1.5938,0.023179,3.557102,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005300,LOT-020,WFR-020-05,DIE-R13C07,EQP-102,STN-01,3,48.0,-17,-23,0.9534,1.213,1.1692,44.668,173.3816,13.7258,4.874,0.4453,2329.66,13.1144,0.8558,0.4447,3.0092,38.87,64.0311,64.2393,148.49,0.7677,0.367106,0.003882,1.433489,0.229458,30.552093,13.87,44.494618,0.0669,1.7087,0.027485,6.739343,PASS,UNKNOWN_ANOMALY,1,1,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0005304,LOT-004,WFR-004-01,DIE-R41C59,EQP-107,STN-01,3,48.0,11,29,1.0,1.1696,1.1786,41.7564,429.8367,13.2188,4.2435,0.5101,2163.41,13.7602,0.8803,0.4233,4.0105,34.32,47.6413,48.0858,148.59,0.6595,0.436132,0.010294,1.140934,0.291457,29.768954,9.32,41.326563,0.056094,2.7069,0.022021,14.751996,FAIL,HIGH_LEAKAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005305,LOT-005,WFR-005-01,DIE-R48C12,EQP-101,STN-02,3,48.0,18,-18,0.8485,1.2093,1.2047,44.832,164.303,13.6357,4.2918,0.5126,2224.53,13.699,0.8579,0.4302,3.1733,28.68,50.2736,50.5361,150.32,0.6967,0.423882,0.003665,1.121378,0.231645,30.473836,3.68,44.667697,0.058522,1.8852,0.0226,4.71221,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0005306,LOT-006,WFR-006-01,DIE-R55C25,EQP-102,STN-03,3,48.0,25,-5,0.8498,1.1664,1.1529,45.6479,159.5279,13.5193,4.2388,0.4986,2231.81,13.9935,0.8806,0.4017,2.8729,29.21,46.2196,46.2734,147.41,0.6678,0.427469,0.003495,1.012524,0.205302,31.230833,4.21,45.488372,0.057306,1.5906,0.020709,4.65981,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0005308,LOT-008,WFR-008-01,DIE-R09C51,EQP-104,STN-01,3,48.0,-21,21,0.9899,1.1927,1.1773,44.7445,183.3777,13.5055,4.3242,0.4783,2403.48,13.8591,0.8478,0.4224,1.7082,29.32,55.2003,55.4066,150.31,0.7144,0.401023,0.004098,1.233678,0.123255,33.31007,4.32,44.561122,0.0584,0.438,0.022967,5.376634,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005309,LOT-009,WFR-009-01,DIE-R16C04,EQP-106,STN-02,3,48.0,-14,-26,0.9843,1.2252,1.1662,42.7428,174.3684,12.6203,4.3539,0.5055,2232.79,13.6392,0.8597,0.4106,3.306,28.81,45.651,45.8842,152.39,0.7197,0.412586,0.004079,1.06804,0.24239,30.453469,3.81,42.568432,0.054948,2.0357,0.020446,5.023554,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005310,LOT-010,WFR-010-01,DIE-R23C17,EQP-107,STN-03,3,48.0,-7,-13,0.4922,1.2196,1.1844,48.8607,123.0064,14.632,4.9271,0.4185,2554.94,13.2761,0.8919,0.4055,1.4717,41.48,65.3987,65.581,150.16,0.8011,0.343145,0.002517,1.338472,0.110853,33.919639,16.48,48.737694,0.072093,0.1743,0.025597,5.102305,PASS,UNKNOWN_ANOMALY,1,1,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005311,LOT-011,WFR-011-01,DIE-R30C30,EQP-101,STN-04,3,48.0,0,0,0.0,1.1584,1.1324,44.3019,126.7127,12.8842,4.1144,0.4705,2242.38,13.22,0.8326,0.4224,3.7341,28.21,50.0227,50.1903,151.28,0.6879,0.406164,0.00286,1.129132,0.282458,29.644264,3.21,44.175187,0.053011,2.4791,0.022308,3.574565,PASS,LOW_VOLTAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0005312,LOT-012,WFR-012-01,DIE-R37C43,EQP-102,STN-01,3,48.0,7,13,0.4922,1.2131,1.1937,35.8965,130.5795,12.5114,4.0564,0.4827,2112.84,13.8427,0.8385,0.4275,4.18,28.47,45.8116,45.9823,149.08,0.7304,0.397906,0.003638,1.276214,0.301964,29.24741,3.47,35.765921,0.050751,2.914,0.021682,3.717598,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0005313,LOT-013,WFR-013-01,DIE-R44C56,EQP-103,STN-02,3,48.0,14,26,0.9843,1.168,1.1811,43.9675,152.7206,12.9795,4.2535,0.5173,2239.87,14.5079,0.8704,0.4315,2.6647,27.72,46.7481,46.9729,148.81,0.6507,0.442894,0.003473,1.063242,0.183672,32.49581,2.72,43.814779,0.055208,1.3628,0.020871,4.233415,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0005314,LOT-014,WFR-014-01,DIE-R51C09,EQP-104,STN-03,3,48.0,21,-21,0.9899,1.1946,1.1621,44.0518,152.0416,12.6265,4.3842,0.5182,2177.85,14.5779,0.8506,0.4238,2.9969,28.5,46.1656,46.3558,154.97,0.6764,0.433785,0.003451,1.047984,0.205578,31.74848,3.5,43.899758,0.055357,1.7225,0.021198,4.333186,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005315,LOT-015,WFR-015-01,DIE-R58C22,EQP-106,STN-04,3,48.0,28,-8,0.9707,1.1994,1.1853,41.6531,189.878,11.7823,4.3301,0.5018,2119.2,14.2729,0.8603,0.4367,3.4866,30.41,46.9471,47.1545,152.13,0.6976,0.418376,0.004559,1.127097,0.244281,30.24713,5.41,41.463222,0.051019,2.1896,0.022153,5.77419,PASS,NORMAL,0,0,1,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005317,LOT-017,WFR-017-01,DIE-R12C48,EQP-101,STN-02,3,48.0,-18,18,0.8485,1.192,1.1763,42.8909,143.7354,12.5251,4.369,0.4726,2266.73,13.3673,0.8823,0.4161,3.4056,28.25,50.8323,50.9614,149.65,0.7194,0.396477,0.003351,1.185153,0.254771,30.30006,3.25,42.747165,0.054722,2.1072,0.022425,4.060525,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0005320,LOT-020,WFR-020-01,DIE-R33C27,EQP-104,STN-01,3,48.0,3,-3,0.1414,1.2024,1.1865,56.6284,114.3998,12.3389,4.0454,0.4699,2349.4,13.8838,0.7962,0.4195,1.8127,34.31,66.3645,66.4884,145.16,0.7325,0.390802,0.00202,1.17193,0.130562,32.6186,9.31,56.514,0.049916,0.597,0.028247,3.925057,PASS,POWER_ANOMALY,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005324,LOT-004,WFR-004-02,DIE-R01C19,EQP-102,STN-01,3,48.0,-29,-11,1.0,1.2022,1.2125,42.8199,166.2029,12.7607,4.3233,0.5234,2158.57,14.6458,0.8246,0.4144,3.209,29.03,46.4975,46.7033,143.14,0.6788,0.435368,0.003881,1.085885,0.219107,31.613985,4.03,42.653697,0.055168,1.97,0.021541,4.82487,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0005325,LOT-005,WFR-005-02,DIE-R08C32,EQP-103,STN-02,3,48.0,-22,2,0.7364,1.1659,1.1757,43.0939,126.0129,14.1677,4.1719,0.5025,2193.72,14.1696,0.8498,0.4275,2.7254,27.14,48.8116,48.9615,147.65,0.6634,0.430998,0.002924,1.13268,0.192341,31.084135,2.14,42.967887,0.059106,1.4481,0.022251,3.41999,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0005326,LOT-006,WFR-006-02,DIE-R15C45,EQP-104,STN-03,3,48.0,-15,15,0.7071,1.1979,1.176,45.6683,154.1917,13.2368,4.1278,0.4802,2320.87,13.6882,0.8524,0.4313,2.8059,37.29,49.3043,49.535,150.79,0.7177,0.400868,0.003376,1.079618,0.204987,31.768533,12.29,45.514108,0.054639,1.5222,0.021244,5.749808,PASS,HIGH_LEAKAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005328,LOT-008,WFR-008-02,DIE-R29C11,EQP-107,STN-01,3,48.0,-1,-19,0.6342,1.2091,1.1521,46.9942,114.9524,12.9568,4.1268,0.4886,2412.53,13.5627,0.8129,0.4164,2.4713,30.8,53.7813,53.9106,150.38,0.7205,0.404102,0.002446,1.144424,0.182213,32.720421,5.8,46.879248,0.05347,1.242,0.022292,3.540534,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005329,LOT-009,WFR-009-02,DIE-R36C24,EQP-101,STN-02,3,48.0,6,-6,0.2828,1.2068,1.1895,42.0071,97.695,13.1691,4.1329,0.4796,2290.0,13.8263,0.8274,0.4392,2.5298,28.43,49.9398,50.1051,149.14,0.7272,0.397415,0.002326,1.188842,0.18297,31.662227,3.43,41.909405,0.054427,1.2632,0.021808,2.777469,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,1.0,0.0,0.0,0.0,0.0
TST-0005330,LOT-010,WFR-010-02,DIE-R43C37,EQP-102,STN-03,3,48.0,13,7,0.4922,1.0803,1.0554,50.2537,111.6084,13.9339,4.0921,0.5029,2281.17,15.5551,0.8682,0.4135,1.6267,29.06,52.3743,52.5047,148.74,0.5774,0.465519,0.002221,1.042198,0.104577,35.483827,4.06,50.142092,0.057019,0.345,0.022959,3.24334,PASS,LOW_VOLTAGE,1,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,1.0,0.0,0.0,0.0
TST-0005331,LOT-011,WFR-011-02,DIE-R50C50,EQP-103,STN-04,3,48.0,20,20,0.9428,1.2086,1.1783,42.7777,171.0131,13.0366,4.114,0.4835,2298.93,13.3391,0.8622,0.4051,3.2225,27.94,48.2249,48.3312,147.93,0.7251,0.40005,0.003998,1.127337,0.241583,30.665657,2.94,42.606687,0.053633,1.9552,0.020977,4.778106,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,1.0,0.0,0.0
TST-0005332,LOT-012,WFR-012-02,DIE-R57C03,EQP-104,STN-01,3,48.0,27,-27,1.0,1.184,1.1537,40.1585,169.4743,13.3096,4.3559,0.4965,2105.58,13.3215,0.831,0.4091,4.4419,28.0,45.5725,45.8191,149.68,0.6875,0.419341,0.00422,1.134816,0.333438,28.049484,3.0,39.989026,0.057975,3.2018,0.021644,4.74528,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,1.0,0.0
TST-0005333,LOT-013,WFR-013-02,DIE-R04C16,EQP-106,STN-02,3,48.0,-26,-14,0.9843,1.2057,1.1953,46.4117,161.0223,11.8948,4.1192,0.505,2298.99,13.842,0.8647,0.3924,2.1889,28.81,44.8589,45.0503,147.89,0.7007,0.418844,0.003469,0.966543,0.158135,31.82262,3.81,46.250678,0.048997,0.9318,0.019512,4.639052,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
TST-0005334,LOT-014,WFR-014-02,DIE-R11C29,EQP-107,STN-03,3,48.0,-19,-1,0.6342,1.1853,1.1653,43.0699,122.4661,12.4948,4.4642,0.5119,2218.9,13.9738,0.8516,0.4098,2.9171,27.55,48.5877,48.7138,154.37,0.6734,0.431874,0.002843,1.128113,0.208755,31.006465,2.55,42.947434,0.055779,1.6557,0.021897,3.373941,PASS,NORMAL,0,0,0,0,4.0.0,4.0.0_unified_physics,physics_simulation_unified,0.0,0.0,0.0,0.0,0.0
